Time,rnti,SFN,nb_cce,ncce,L,format,nof_bits,preamble,ta,dci_payload
1666257033987,65535,6585,65.0,12.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001000
1666257033988,0,6586,,,,,,,,
1666257033989,0,6587,,,,,,,,
1666257033990,0,6588,,,,,,,,
1666257033991,0,6589,,,,,,,,
1666257033992,54519,6590,40.0,16.0,8.0,0.0,27.0,48.0,8.0,000001100001111111001000110
1666257033993,0,6591,,,,,,,,
1666257033994,0,6592,,,,,,,,
1666257033995,0,6593,,,,,,,,
1666257033996,0,6594,,,,,,,,
1666257033997,0,6595,,,,,,,,
1666257033998,0,6596,,,,,,,,
1666257033999,0,6597,,,,,,,,
1666257034000,54519,6598,40.0,32.0,8.0,0.0,27.0,48.0,8.0,000010001100101010110100010
1666257034001,0,6599,,,,,,,,
1666257034002,65535,6600,65.0,12.0,4.0,2.0,27.0,0.0,0.0,100000010010110000100000000
1666257034003,0,6601,,,,,,,,
1666257034004,0,6602,,,,,,,,
1666257034005,0,6603,,,,,,,,
1666257034006,0,6604,,,,,,,,
1666257034007,31355,6605,65.0,46.0,2.0,6.0,45.0,29.0,3.0,000000000000000110000001001100110011001000001
1666257034007,65535,6605,65.0,12.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001100
1666257034008,54519,6606,65.0,0.0,8.0,6.0,45.0,48.0,8.0,000000000000000100000000100000010000000001001
1666257034009,0,6607,,,,,,,,
1666257034010,0,6608,,,,,,,,
1666257034011,0,6609,,,,,,,,
1666257034012,0,6610,,,,,,,,
1666257034013,54519,6611,65.0,56.0,8.0,6.0,45.0,48.0,8.0,000000000001000000000101000110010000000001001
1666257034014,0,6612,,,,,,,,
1666257034015,0,6613,,,,,,,,
1666257034016,0,6614,,,,,,,,
1666257034017,0,6615,,,,,,,,
1666257034018,31355,6616,65.0,10.0,2.0,0.0,28.0,29.0,3.0,0000010000111011010000000100
1666257034019,0,6617,,,,,,,,
1666257034020,54519,6618,65.0,16.0,8.0,6.0,45.0,48.0,8.0,001101011101111110000110000111010000000001001
1666257034021,54519,6619,65.0,24.0,8.0,6.0,45.0,48.0,8.0,001110100000010010000110100110110000000001001
1666257034022,0,6620,,,,,,,,
1666257034023,0,6621,,,,,,,,
1666257034024,0,6622,,,,,,,,
1666257034025,0,6623,,,,,,,,
1666257034026,0,6624,,,,,,,,
1666257034027,65535,6625,65.0,12.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000100
1666257034028,0,6626,,,,,,,,
1666257034029,0,6627,,,,,,,,
1666257034030,0,6628,,,,,,,,
1666257034031,0,6629,,,,,,,,
1666257034032,0,6630,,,,,,,,
1666257034033,0,6631,,,,,,,,
1666257034034,0,6632,,,,,,,,
1666257034035,0,6633,,,,,,,,
1666257034036,0,6634,,,,,,,,
1666257034037,0,6635,,,,,,,,
1666257034038,54519,6636,65.0,8.0,8.0,0.0,27.0,48.0,8.0,000001000111011100101100110
1666257034039,0,6637,,,,,,,,
1666257034040,0,6638,,,,,,,,
1666257034041,0,6639,,,,,,,,
1666257034042,65535,6640,65.0,12.0,4.0,2.0,27.0,0.0,0.0,100000100101100010000000000
1666257034043,0,6641,,,,,,,,
1666257034044,0,6642,,,,,,,,
1666257034045,0,6643,,,,,,,,
1666257034046,54519,6644,65.0,40.0,8.0,0.0,27.0,48.0,8.0,000001000011001111000100010
1666257034047,54519,6645,65.0,40.0,8.0,6.0,45.0,48.0,8.0,000100010000000101100111000011110000000001001
1666257034047,65535,6645,65.0,12.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000000
1666257034048,0,6646,,,,,,,,
1666257034049,0,6647,,,,,,,,
1666257034050,0,6648,,,,,,,,
1666257034051,65534,6649,65.0,12.0,4.0,2.0,27.0,0.0,0.0,100010010110000010000000001
1666257034052,0,6650,,,,,,,,
1666257034053,0,6651,,,,,,,,
1666257034054,54519,6652,65.0,32.0,8.0,0.0,27.0,48.0,8.0,000001000011001111100100110
1666257034055,0,6653,,,,,,,,
1666257034056,0,6654,,,,,,,,
1666257034057,0,6655,,,,,,,,
1666257034058,54519,6656,65.0,8.0,8.0,0.0,27.0,48.0,8.0,000000111011100111010100010
1666257034059,0,6657,,,,,,,,
1666257034060,0,6658,,,,,,,,
1666257034061,0,6659,,,,,,,,
1666257034062,0,6660,,,,,,,,
1666257034063,0,6661,,,,,,,,
1666257034064,0,6662,,,,,,,,
1666257034065,54519,6663,65.0,48.0,8.0,0.0,27.0,48.0,8.0,000101000101000110110100010
1666257034066,0,6664,,,,,,,,
1666257034067,54519,6665,65.0,32.0,8.0,6.0,45.0,48.0,8.0,000010000000000000000111100000010000000001001
1666257034067,65535,6665,65.0,12.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001000
1666257034068,0,6666,,,,,,,,
1666257034069,0,6667,,,,,,,,
1666257034070,0,6668,,,,,,,,
1666257034071,0,6669,,,,,,,,
1666257034072,0,6670,,,,,,,,
1666257034073,54519,6671,15.0,0.0,8.0,0.0,27.0,48.0,8.0,000101000101011111011100010
1666257034074,0,6672,,,,,,,,
1666257034075,0,6673,,,,,,,,
1666257034076,0,6674,,,,,,,,
1666257034077,0,6675,,,,,,,,
1666257034078,0,6676,,,,,,,,
1666257034079,0,6677,,,,,,,,
1666257034080,0,6678,,,,,,,,
1666257034081,54519,6679,40.0,32.0,8.0,0.0,27.0,48.0,8.0,000101000110001111110100010
1666257034082,18863,6680,40.0,30.0,2.0,0.0,27.0,27.0,2.0,000000000001001110110000010
1666257034083,0,6681,,,,,,,,
1666257034084,0,6682,,,,,,,,
1666257034085,0,6683,,,,,,,,
1666257034086,0,6684,,,,,,,,
1666257034087,65535,6685,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001100
1666257034087,31355,6685,15.0,12.0,2.0,0.0,28.0,29.0,3.0,0000000100111111101101000110
1666257034088,31355,6686,15.0,12.0,2.0,0.0,28.0,29.0,3.0,0000001110010111010101001100
1666257034089,0,6687,,,,,,,,
1666257034090,0,6688,,,,,,,,
1666257034091,0,6689,,,,,,,,
1666257034092,19379,6690,40.0,16.0,8.0,0.0,27.0,25.0,4.0,000000010011111110101100010
1666257034093,0,6691,,,,,,,,
1666257034094,0,6692,,,,,,,,
1666257034095,0,6693,,,,,,,,
1666257034096,0,6694,,,,,,,,
1666257034097,0,6695,,,,,,,,
1666257034098,54519,6696,15.0,0.0,8.0,0.0,27.0,48.0,8.0,000001001000011100100100000
1666257034099,0,6697,,,,,,,,
1666257034100,0,6698,,,,,,,,
1666257034101,0,6699,,,,,,,,
1666257034102,0,6700,,,,,,,,
1666257034103,54519,6701,15.0,0.0,8.0,6.0,45.0,48.0,8.0,000000000000100001000100100011000000000001001
1666257034104,0,6702,,,,,,,,
1666257034105,0,6703,,,,,,,,
1666257034106,54519,6704,15.0,0.0,8.0,0.0,27.0,48.0,8.0,000000111101111111000100000
1666257034107,65535,6705,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000100
1666257034108,0,6706,,,,,,,,
1666257034109,54519,6707,40.0,8.0,8.0,6.0,45.0,48.0,8.0,000000001000000100000101000010100000000001001
1666257034110,54519,6708,15.0,0.0,8.0,0.0,27.0,48.0,8.0,000000101011011011110100000
1666257034111,0,6709,,,,,,,,
1666257034112,0,6710,,,,,,,,
1666257034113,54519,6711,15.0,0.0,8.0,6.0,45.0,48.0,8.0,000000000000001000000101100000000000000001001
1666257034114,54519,6712,15.0,0.0,8.0,0.0,27.0,48.0,8.0,000001010000000111111100000
1666257034115,0,6713,,,,,,,,
1666257034116,0,6714,,,,,,,,
1666257034117,54519,6715,40.0,8.0,8.0,0.0,28.0,48.0,8.0,0000000110001111101101000010
1666257034118,0,6716,,,,,,,,
1666257034119,0,6717,,,,,,,,
1666257034120,0,6718,,,,,,,,
1666257034121,0,6719,,,,,,,,
1666257034122,0,6720,,,,,,,,
1666257034123,65535,6721,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100001011101110101000001000
1666257034124,0,6722,,,,,,,,
1666257034125,0,6723,,,,,,,,
1666257034126,0,6724,,,,,,,,
1666257034127,65535,6725,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000000
1666257034128,54519,6726,15.0,0.0,8.0,0.0,28.0,48.0,8.0,0000010010001011000001000010
1666257034129,0,6727,,,,,,,,
1666257034130,0,6728,,,,,,,,
1666257034131,54519,6729,40.0,32.0,8.0,6.0,45.0,48.0,8.0,000111111111111111110110100111000000000001001
1666257034131,65534,6729,40.0,12.0,4.0,2.0,27.0,0.0,0.0,100001001011000001100000000
1666257034132,54519,6730,40.0,16.0,8.0,6.0,45.0,48.0,8.0,011111111111111111110111000111000000000001001
1666257034133,54519,6731,40.0,16.0,8.0,6.0,45.0,48.0,8.0,000010000000001001100111100100000000000001001
1666257034134,54519,6732,40.0,32.0,8.0,6.0,45.0,48.0,8.0,000111111000011111100100000100110000000001001
1666257034134,65535,6732,40.0,12.0,4.0,2.0,27.0,0.0,0.0,100001011101110101000000000
1666257034135,0,6733,,,,,,,,
1666257034136,54519,6734,15.0,0.0,8.0,0.0,28.0,48.0,8.0,0000010000110011110001000010
1666257034137,0,6735,,,,,,,,
1666257034138,54519,6736,40.0,32.0,8.0,6.0,45.0,48.0,8.0,001000000000000000000100100000010000000001001
1666257034139,54519,6737,15.0,0.0,8.0,0.0,28.0,48.0,8.0,0000000110010111101101000100
1666257034140,0,6738,,,,,,,,
1666257034141,0,6739,,,,,,,,
1666257034142,65535,6740,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000010010110000100000001
1666257034143,0,6741,,,,,,,,
1666257034144,0,6742,,,,,,,,
1666257034145,0,6743,,,,,,,,
1666257034146,0,6744,,,,,,,,
1666257034147,65535,6745,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001000
1666257034148,54519,6746,15.0,0.0,8.0,0.0,28.0,48.0,8.0,0000010000110001111001000010
1666257034149,0,6747,,,,,,,,
1666257034150,0,6748,,,,,,,,
1666257034151,0,6749,,,,,,,,
1666257034152,0,6750,,,,,,,,
1666257034153,0,6751,,,,,,,,
1666257034154,0,6752,,,,,,,,
1666257034155,54519,6753,15.0,0.0,8.0,0.0,28.0,48.0,8.0,0000000110010111000010000100
1666257034156,0,6754,,,,,,,,
1666257034157,0,6755,,,,,,,,
1666257034158,54519,6756,40.0,32.0,8.0,6.0,45.0,48.0,8.0,000100010000010010000001000100110000000001001
1666257034159,0,6757,,,,,,,,
1666257034160,0,6758,,,,,,,,
1666257034161,0,6759,,,,,,,,
1666257034162,65535,6760,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000010010110000100000000
1666257034163,54519,6761,15.0,0.0,8.0,6.0,45.0,48.0,8.0,000000000000000001000101100000010000000001001
1666257034164,0,6762,,,,,,,,
1666257034165,0,6763,,,,,,,,
1666257034166,0,6764,,,,,,,,
1666257034167,65535,6765,40.0,12.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001100
1666257034168,54519,6766,40.0,0.0,8.0,0.0,28.0,48.0,8.0,0000010000110001111101000010
1666257034169,0,6767,,,,,,,,
1666257034170,0,6768,,,,,,,,
1666257034171,0,6769,,,,,,,,
1666257034172,0,6770,,,,,,,,
1666257034173,0,6771,,,,,,,,
1666257034174,54519,6772,40.0,32.0,8.0,6.0,45.0,48.0,8.0,000001000000000000100110000010110000000001001
1666257034175,0,6773,,,,,,,,
1666257034176,0,6774,,,,,,,,
1666257034177,0,6775,,,,,,,,
1666257034178,0,6776,,,,,,,,
1666257034179,0,6777,,,,,,,,
1666257034180,0,6778,,,,,,,,
1666257034181,0,6779,,,,,,,,
1666257034182,65535,6780,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000000
1666257034183,0,6781,,,,,,,,
1666257034184,0,6782,,,,,,,,
1666257034185,0,6783,,,,,,,,
1666257034186,0,6784,,,,,,,,
1666257034187,65535,6785,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000100
1666257034188,54519,6786,15.0,8.0,4.0,6.0,45.0,48.0,8.0,000001000000000000000110100000010000000001001
1666257034188,54519,6786,15.0,0.0,8.0,0.0,28.0,48.0,8.0,0000001111010101101101001100
1666257034189,0,6787,,,,,,,,
1666257034190,0,6788,,,,,,,,
1666257034191,0,6789,,,,,,,,
1666257034192,0,6790,,,,,,,,
1666257034193,0,6791,,,,,,,,
1666257034194,0,6792,,,,,,,,
1666257034195,54519,6793,15.0,0.0,8.0,6.0,45.0,48.0,8.0,000000000000000110000111000010110000000001001
1666257034196,0,6794,,,,,,,,
1666257034197,0,6795,,,,,,,,
1666257034198,0,6796,,,,,,,,
1666257034199,0,6797,,,,,,,,
1666257034200,0,6798,,,,,,,,
1666257034201,0,6799,,,,,,,,
1666257034202,65535,6800,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000100101100010000000000
1666257034203,0,6801,,,,,,,,
1666257034204,0,6802,,,,,,,,
1666257034205,0,6803,,,,,,,,
1666257034206,0,6804,,,,,,,,
1666257034207,65535,6805,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000000
1666257034208,0,6806,,,,,,,,
1666257034209,0,6807,,,,,,,,
1666257034210,0,6808,,,,,,,,
1666257034211,65534,6809,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100001011101110010100000000
1666257034212,0,6810,,,,,,,,
1666257034213,0,6811,,,,,,,,
1666257034214,0,6812,,,,,,,,
1666257034215,0,6813,,,,,,,,
1666257034216,0,6814,,,,,,,,
1666257034217,0,6815,,,,,,,,
1666257034218,0,6816,,,,,,,,
1666257034219,0,6817,,,,,,,,
1666257034220,0,6818,,,,,,,,
1666257034221,0,6819,,,,,,,,
1666257034222,0,6820,,,,,,,,
1666257034223,0,6821,,,,,,,,
1666257034224,0,6822,,,,,,,,
1666257034225,0,6823,,,,,,,,
1666257034226,0,6824,,,,,,,,
1666257034227,65535,6825,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001000
1666257034228,54519,6826,15.0,0.0,8.0,0.0,28.0,48.0,8.0,0000010000100101111001000010
1666257034229,0,6827,,,,,,,,
1666257034230,0,6828,,,,,,,,
1666257034231,0,6829,,,,,,,,
1666257034232,0,6830,,,,,,,,
1666257034233,0,6831,,,,,,,,
1666257034234,0,6832,,,,,,,,
1666257034235,0,6833,,,,,,,,
1666257034236,0,6834,,,,,,,,
1666257034237,0,6835,,,,,,,,
1666257034238,0,6836,,,,,,,,
1666257034239,0,6837,,,,,,,,
1666257034240,0,6838,,,,,,,,
1666257034241,0,6839,,,,,,,,
1666257034242,18863,6840,15.0,12.0,2.0,0.0,27.0,27.0,2.0,000000000110101110100100010
1666257034243,0,6841,,,,,,,,
1666257034244,0,6842,,,,,,,,
1666257034245,0,6843,,,,,,,,
1666257034246,0,6844,,,,,,,,
1666257034247,65535,6845,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001100
1666257034247,31355,6845,15.0,12.0,2.0,0.0,28.0,29.0,3.0,0000000110010111101000000110
1666257034248,0,6846,,,,,,,,
1666257034249,0,6847,,,,,,,,
1666257034250,0,6848,,,,,,,,
1666257034251,0,6849,,,,,,,,
1666257034252,19379,6850,15.0,0.0,8.0,0.0,27.0,25.0,4.0,000000000001001110110100110
1666257034253,0,6851,,,,,,,,
1666257034254,0,6852,,,,,,,,
1666257034255,0,6853,,,,,,,,
1666257034256,0,6854,,,,,,,,
1666257034257,0,6855,,,,,,,,
1666257034258,0,6856,,,,,,,,
1666257034259,0,6857,,,,,,,,
1666257034260,0,6858,,,,,,,,
1666257034261,0,6859,,,,,,,,
1666257034262,0,6860,,,,,,,,
1666257034263,0,6861,,,,,,,,
1666257034264,0,6862,,,,,,,,
1666257034265,0,6863,,,,,,,,
1666257034266,0,6864,,,,,,,,
1666257034267,65535,6865,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000100
1666257034268,0,6866,,,,,,,,
1666257034269,0,6867,,,,,,,,
1666257034270,0,6868,,,,,,,,
1666257034271,0,6869,,,,,,,,
1666257034272,0,6870,,,,,,,,
1666257034273,0,6871,,,,,,,,
1666257034274,0,6872,,,,,,,,
1666257034275,0,6873,,,,,,,,
1666257034276,0,6874,,,,,,,,
1666257034277,0,6875,,,,,,,,
1666257034278,0,6876,,,,,,,,
1666257034279,0,6877,,,,,,,,
1666257034280,0,6878,,,,,,,,
1666257034281,0,6879,,,,,,,,
1666257034282,0,6880,,,,,,,,
1666257034283,65535,6881,40.0,12.0,4.0,2.0,27.0,0.0,0.0,100001011101110101000001000
1666257034284,0,6882,,,,,,,,
1666257034285,0,6883,,,,,,,,
1666257034286,0,6884,,,,,,,,
1666257034287,65535,6885,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000000
1666257034287,31355,6885,15.0,12.0,2.0,0.0,28.0,29.0,3.0,0000000101100011101101000100
1666257034288,0,6886,,,,,,,,
1666257034289,0,6887,,,,,,,,
1666257034290,0,6888,,,,,,,,
1666257034291,0,6889,,,,,,,,
1666257034292,0,6890,,,,,,,,
1666257034293,0,6891,,,,,,,,
1666257034294,65535,6892,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100001011101110101000000000
1666257034295,0,6893,,,,,,,,
1666257034296,0,6894,,,,,,,,
1666257034297,0,6895,,,,,,,,
1666257034298,0,6896,,,,,,,,
1666257034299,0,6897,,,,,,,,
1666257034300,0,6898,,,,,,,,
1666257034301,0,6899,,,,,,,,
1666257034302,65535,6900,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000010010110000100000001
1666257034303,0,6901,,,,,,,,
1666257034304,0,6902,,,,,,,,
1666257034305,0,6903,,,,,,,,
1666257034306,0,6904,,,,,,,,
1666257034307,65535,6905,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001000
1666257034308,0,6906,,,,,,,,
1666257034309,0,6907,,,,,,,,
1666257034310,0,6908,,,,,,,,
1666257034311,0,6909,,,,,,,,
1666257034312,54519,6910,15.0,0.0,8.0,0.0,28.0,48.0,8.0,0000000101010011101001001100
1666257034313,0,6911,,,,,,,,
1666257034314,0,6912,,,,,,,,
1666257034315,0,6913,,,,,,,,
1666257034316,0,6914,,,,,,,,
1666257034317,0,6915,,,,,,,,
1666257034318,0,6916,,,,,,,,
1666257034319,0,6917,,,,,,,,
1666257034320,0,6918,,,,,,,,
1666257034321,0,6919,,,,,,,,
1666257034322,65535,6920,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000010010110000100000000
1666257034323,0,6921,,,,,,,,
1666257034324,0,6922,,,,,,,,
1666257034325,0,6923,,,,,,,,
1666257034326,0,6924,,,,,,,,
1666257034327,65535,6925,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001100
1666257034328,0,6926,,,,,,,,
1666257034329,0,6927,,,,,,,,
1666257034330,0,6928,,,,,,,,
1666257034331,65534,6929,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100001001011000001100000000
1666257034332,0,6930,,,,,,,,
1666257034333,0,6931,,,,,,,,
1666257034334,0,6932,,,,,,,,
1666257034335,0,6933,,,,,,,,
1666257034336,0,6934,,,,,,,,
1666257034337,0,6935,,,,,,,,
1666257034338,0,6936,,,,,,,,
1666257034339,0,6937,,,,,,,,
1666257034340,0,6938,,,,,,,,
1666257034341,0,6939,,,,,,,,
1666257034342,0,6940,,,,,,,,
1666257034343,0,6941,,,,,,,,
1666257034344,0,6942,,,,,,,,
1666257034345,0,6943,,,,,,,,
1666257034346,0,6944,,,,,,,,
1666257034347,65535,6945,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000100
1666257034348,0,6946,,,,,,,,
1666257034349,0,6947,,,,,,,,
1666257034350,0,6948,,,,,,,,
1666257034351,0,6949,,,,,,,,
1666257034352,54519,6950,40.0,16.0,8.0,0.0,28.0,48.0,8.0,0000000101001111101110000010
1666257034353,0,6951,,,,,,,,
1666257034354,0,6952,,,,,,,,
1666257034355,0,6953,,,,,,,,
1666257034356,0,6954,,,,,,,,
1666257034357,0,6955,,,,,,,,
1666257034358,0,6956,,,,,,,,
1666257034359,0,6957,,,,,,,,
1666257034360,0,6958,,,,,,,,
1666257034361,0,6959,,,,,,,,
1666257034362,65535,6960,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000100101100010000000000
1666257034363,0,6961,,,,,,,,
1666257034364,0,6962,,,,,,,,
1666257034365,0,6963,,,,,,,,
1666257034366,0,6964,,,,,,,,
1666257034367,65535,6965,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000000
1666257034368,0,6966,,,,,,,,
1666257034369,0,6967,,,,,,,,
1666257034370,0,6968,,,,,,,,
1666257034371,65534,6969,40.0,12.0,4.0,2.0,27.0,0.0,0.0,100000100101100000100000000
1666257034372,0,6970,,,,,,,,
1666257034373,0,6971,,,,,,,,
1666257034374,0,6972,,,,,,,,
1666257034375,0,6973,,,,,,,,
1666257034376,0,6974,,,,,,,,
1666257034377,0,6975,,,,,,,,
1666257034378,0,6976,,,,,,,,
1666257034379,0,6977,,,,,,,,
1666257034380,0,6978,,,,,,,,
1666257034381,0,6979,,,,,,,,
1666257034382,0,6980,,,,,,,,
1666257034383,0,6981,,,,,,,,
1666257034384,0,6982,,,,,,,,
1666257034385,0,6983,,,,,,,,
1666257034386,0,6984,,,,,,,,
1666257034387,65535,6985,40.0,12.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001000
1666257034388,0,6986,,,,,,,,
1666257034389,0,6987,,,,,,,,
1666257034390,0,6988,,,,,,,,
1666257034391,0,6989,,,,,,,,
1666257034392,0,6990,,,,,,,,
1666257034393,0,6991,,,,,,,,
1666257034394,0,6992,,,,,,,,
1666257034395,0,6993,,,,,,,,
1666257034396,0,6994,,,,,,,,
1666257034397,0,6995,,,,,,,,
1666257034398,0,6996,,,,,,,,
1666257034399,0,6997,,,,,,,,
1666257034400,0,6998,,,,,,,,
1666257034401,0,6999,,,,,,,,
1666257034402,18863,7000,40.0,30.0,2.0,0.0,27.0,27.0,2.0,000000001100011110110100010
1666257034403,0,7001,,,,,,,,
1666257034404,0,7002,,,,,,,,
1666257034405,0,7003,,,,,,,,
1666257034406,0,7004,,,,,,,,
1666257034407,65535,7005,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001100
1666257034407,31355,7005,15.0,12.0,2.0,0.0,28.0,29.0,3.0,0000001000101111101001000110
1666257034408,0,7006,,,,,,,,
1666257034409,0,7007,,,,,,,,
1666257034410,0,7008,,,,,,,,
1666257034411,65534,7009,40.0,12.0,4.0,2.0,27.0,0.0,0.0,100001001011000001100000000
1666257034412,19379,7010,15.0,0.0,8.0,0.0,27.0,25.0,4.0,000000000110011110100100010
1666257034413,0,7011,,,,,,,,
1666257034414,0,7012,,,,,,,,
1666257034415,0,7013,,,,,,,,
1666257034416,0,7014,,,,,,,,
1666257034417,0,7015,,,,,,,,
1666257034418,0,7016,,,,,,,,
1666257034419,0,7017,,,,,,,,
1666257034420,0,7018,,,,,,,,
1666257034421,0,7019,,,,,,,,
1666257034422,0,7020,,,,,,,,
1666257034423,19379,7021,15.0,8.0,4.0,0.0,27.0,25.0,4.0,000000111011100010100100000
1666257034424,0,7022,,,,,,,,
1666257034425,0,7023,,,,,,,,
1666257034426,0,7024,,,,,,,,
1666257034427,65535,7025,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000100
1666257034428,0,7026,,,,,,,,
1666257034429,0,7027,,,,,,,,
1666257034430,0,7028,,,,,,,,
1666257034431,19379,7029,15.0,0.0,8.0,0.0,27.0,25.0,4.0,000000010100111100110000010
1666257034432,19379,7030,40.0,16.0,8.0,6.0,45.0,25.0,4.0,000000000000001000000000000000000000000001010
1666257034433,19379,7031,40.0,32.0,8.0,6.0,45.0,25.0,4.0,000000000000010010000100100000000000000001010
1666257034433,19379,7031,40.0,0.0,8.0,0.0,27.0,25.0,4.0,000000100001001100010100000
1666257034434,0,7032,,,,,,,,
1666257034435,0,7033,,,,,,,,
1666257034436,0,7034,,,,,,,,
1666257034437,19379,7035,15.0,8.0,4.0,0.0,27.0,25.0,4.0,000000010100011100100100010
1666257034438,2,7036,40.0,12.0,4.0,2.0,27.0,0.0,0.0,100000100101100000100000000
1666257034439,0,7037,,,,,,,,
1666257034440,19379,7038,65.0,40.0,8.0,0.0,27.0,25.0,4.0,000000010100111011110100110
1666257034441,0,7039,,,,,,,,
1666257034442,0,7040,,,,,,,,
1666257034443,65535,7041,65.0,12.0,4.0,2.0,27.0,0.0,0.0,100001011101110101000001000
1666257034444,0,7042,,,,,,,,
1666257034445,0,7043,,,,,,,,
1666257034446,0,7044,,,,,,,,
1666257034447,65535,7045,40.0,12.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000000
1666257034448,19379,7046,65.0,8.0,8.0,6.0,45.0,25.0,4.0,000000000000000100000101000000000000000001010
1666257034449,0,7047,,,,,,,,
1666257034450,0,7048,,,,,,,,
1666257034451,65534,7049,65.0,12.0,4.0,2.0,27.0,0.0,0.0,100000100101100000100000000
1666257034452,0,7050,,,,,,,,
1666257034453,0,7051,,,,,,,,
1666257034454,65535,7052,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100001011101110101000000000
1666257034455,0,7053,,,,,,,,
1666257034456,0,7054,,,,,,,,
1666257034457,0,7055,,,,,,,,
1666257034458,0,7056,,,,,,,,
1666257034459,0,7057,,,,,,,,
1666257034460,0,7058,,,,,,,,
1666257034461,0,7059,,,,,,,,
1666257034462,65535,7060,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000010010110000100000001
1666257034463,0,7061,,,,,,,,
1666257034464,0,7062,,,,,,,,
1666257034465,0,7063,,,,,,,,
1666257034466,0,7064,,,,,,,,
1666257034467,65535,7065,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001000
1666257034468,0,7066,,,,,,,,
1666257034469,0,7067,,,,,,,,
1666257034470,0,7068,,,,,,,,
1666257034471,0,7069,,,,,,,,
1666257034472,0,7070,,,,,,,,
1666257034473,0,7071,,,,,,,,
1666257034474,0,7072,,,,,,,,
1666257034475,0,7073,,,,,,,,
1666257034476,0,7074,,,,,,,,
1666257034477,0,7075,,,,,,,,
1666257034478,0,7076,,,,,,,,
1666257034479,0,7077,,,,,,,,
1666257034480,0,7078,,,,,,,,
1666257034481,0,7079,,,,,,,,
1666257034482,65535,7080,65.0,12.0,4.0,2.0,27.0,0.0,0.0,100000010010110000100000000
1666257034483,0,7081,,,,,,,,
1666257034484,0,7082,,,,,,,,
1666257034485,0,7083,,,,,,,,
1666257034486,0,7084,,,,,,,,
1666257034487,65535,7085,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001100
1666257034487,31355,7085,15.0,12.0,2.0,0.0,28.0,29.0,3.0,0000000100111111101101000100
1666257034488,0,7086,,,,,,,,
1666257034489,0,7087,,,,,,,,
1666257034490,0,7088,,,,,,,,
1666257034491,0,7089,,,,,,,,
1666257034492,0,7090,,,,,,,,
1666257034493,0,7091,,,,,,,,
1666257034494,0,7092,,,,,,,,
1666257034495,0,7093,,,,,,,,
1666257034496,0,7094,,,,,,,,
1666257034497,0,7095,,,,,,,,
1666257034498,0,7096,,,,,,,,
1666257034499,0,7097,,,,,,,,
1666257034500,0,7098,,,,,,,,
1666257034501,0,7099,,,,,,,,
1666257034502,65535,7100,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000000
1666257034503,0,7101,,,,,,,,
1666257034504,0,7102,,,,,,,,
1666257034505,0,7103,,,,,,,,
1666257034506,0,7104,,,,,,,,
1666257034507,65535,7105,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000100
