Time,rnti,SFN,nb_cce,ncce,L,format,nof_bits,preamble,ta,dci_payload
1666257034507,54519,7105,15.0,0.0,8.0,0.0,28.0,48.0,8.0,0000000101001111101101000100
1666257034508,0,7106,,,,,,,,
1666257034509,0,7107,,,,,,,,
1666257034510,0,7108,,,,,,,,
1666257034511,0,7109,,,,,,,,
1666257034512,54519,7110,15.0,0.0,8.0,0.0,28.0,48.0,8.0,0000000101001111101001000010
1666257034513,0,7111,,,,,,,,
1666257034514,0,7112,,,,,,,,
1666257034515,0,7113,,,,,,,,
1666257034516,0,7114,,,,,,,,
1666257034517,0,7115,,,,,,,,
1666257034518,0,7116,,,,,,,,
1666257034519,0,7117,,,,,,,,
1666257034520,0,7118,,,,,,,,
1666257034521,0,7119,,,,,,,,
1666257034522,65535,7120,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000100101100010000000000
1666257034523,0,7121,,,,,,,,
1666257034524,0,7122,,,,,,,,
1666257034525,0,7123,,,,,,,,
1666257034526,0,7124,,,,,,,,
1666257034527,65535,7125,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000000
1666257034528,0,7126,,,,,,,,
1666257034529,0,7127,,,,,,,,
1666257034530,0,7128,,,,,,,,
1666257034531,0,7129,,,,,,,,
1666257034532,0,7130,,,,,,,,
1666257034533,0,7131,,,,,,,,
1666257034534,0,7132,,,,,,,,
1666257034535,0,7133,,,,,,,,
1666257034536,0,7134,,,,,,,,
1666257034537,0,7135,,,,,,,,
1666257034538,0,7136,,,,,,,,
1666257034539,0,7137,,,,,,,,
1666257034540,0,7138,,,,,,,,
1666257034541,0,7139,,,,,,,,
1666257034542,0,7140,,,,,,,,
1666257034543,0,7141,,,,,,,,
1666257034544,0,7142,,,,,,,,
1666257034545,0,7143,,,,,,,,
1666257034546,0,7144,,,,,,,,
1666257034547,65535,7145,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001000
1666257034548,0,7146,,,,,,,,
1666257034549,0,7147,,,,,,,,
1666257034550,0,7148,,,,,,,,
1666257034551,0,7149,,,,,,,,
1666257034552,0,7150,,,,,,,,
1666257034553,0,7151,,,,,,,,
1666257034554,0,7152,,,,,,,,
1666257034555,0,7153,,,,,,,,
1666257034556,0,7154,,,,,,,,
1666257034557,0,7155,,,,,,,,
1666257034558,0,7156,,,,,,,,
1666257034559,0,7157,,,,,,,,
1666257034560,0,7158,,,,,,,,
1666257034561,0,7159,,,,,,,,
1666257034562,18863,7160,15.0,12.0,2.0,0.0,27.0,27.0,2.0,000000000010011110100000010
1666257034563,0,7161,,,,,,,,
1666257034564,0,7162,,,,,,,,
1666257034565,0,7163,,,,,,,,
1666257034566,0,7164,,,,,,,,
1666257034567,65535,7165,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001100
1666257034567,31355,7165,15.0,4.0,4.0,0.0,28.0,29.0,3.0,0000000101100011101001000110
1666257034568,54519,7166,15.0,0.0,8.0,0.0,28.0,48.0,8.0,0000001110011101110110000100
1666257034569,0,7167,,,,,,,,
1666257034570,0,7168,,,,,,,,
1666257034571,65534,7169,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100001001011000001100000000
1666257034572,0,7170,,,,,,,,
1666257034573,0,7171,,,,,,,,
1666257034574,0,7172,,,,,,,,
1666257034575,54519,7173,15.0,0.0,8.0,0.0,28.0,48.0,8.0,0000110011110101011101000010
1666257034576,54519,7174,15.0,0.0,8.0,0.0,28.0,48.0,8.0,0000001001111010110001001100
1666257034577,0,7175,,,,,,,,
1666257034578,0,7176,,,,,,,,
1666257034579,0,7177,,,,,,,,
1666257034580,0,7178,,,,,,,,
1666257034581,0,7179,,,,,,,,
1666257034582,0,7180,,,,,,,,
1666257034583,0,7181,,,,,,,,
1666257034584,54519,7182,15.0,0.0,8.0,0.0,28.0,48.0,8.0,0000001010000011110001001010
1666257034585,0,7183,,,,,,,,
1666257034586,0,7184,,,,,,,,
1666257034587,65535,7185,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000100
1666257034588,0,7186,,,,,,,,
1666257034589,0,7187,,,,,,,,
1666257034590,0,7188,,,,,,,,
1666257034591,0,7189,,,,,,,,
1666257034592,54519,7190,40.0,16.0,8.0,6.0,45.0,48.0,8.0,000000100000000000000011100000010000000001001
1666257034593,0,7191,,,,,,,,
1666257034594,0,7192,,,,,,,,
1666257034595,0,7193,,,,,,,,
1666257034596,0,7194,,,,,,,,
1666257034597,0,7195,,,,,,,,
1666257034598,0,7196,,,,,,,,
1666257034599,0,7197,,,,,,,,
1666257034600,0,7198,,,,,,,,
1666257034601,0,7199,,,,,,,,
1666257034602,0,7200,,,,,,,,
1666257034603,65535,7201,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100001011101110101000001000
1666257034604,0,7202,,,,,,,,
1666257034605,0,7203,,,,,,,,
1666257034606,0,7204,,,,,,,,
1666257034607,65535,7205,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000000
1666257034608,0,7206,,,,,,,,
1666257034609,0,7207,,,,,,,,
1666257034610,0,7208,,,,,,,,
1666257034611,0,7209,,,,,,,,
1666257034612,19379,7210,15.0,0.0,8.0,0.0,27.0,25.0,4.0,000000001001001110110000110
1666257034613,0,7211,,,,,,,,
1666257034614,65535,7212,40.0,12.0,4.0,2.0,27.0,0.0,0.0,100001011101110101000000000
1666257034615,0,7213,,,,,,,,
1666257034616,0,7214,,,,,,,,
1666257034617,0,7215,,,,,,,,
1666257034618,54519,7216,15.0,8.0,4.0,0.0,28.0,48.0,8.0,0000010001001001110001000100
1666257034619,0,7217,,,,,,,,
1666257034620,0,7218,,,,,,,,
1666257034621,0,7219,,,,,,,,
1666257034622,65535,7220,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000010010110000100000001
1666257034623,0,7221,,,,,,,,
1666257034624,0,7222,,,,,,,,
1666257034625,54519,7223,15.0,8.0,4.0,0.0,28.0,48.0,8.0,0000010111101101101001000010
1666257034626,54519,7224,15.0,0.0,8.0,0.0,28.0,48.0,8.0,0000010111101101111101000100
1666257034627,54519,7225,40.0,0.0,8.0,6.0,45.0,48.0,8.0,000000000000101000000100000011000000000001001
1666257034627,65535,7225,40.0,12.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001000
1666257034628,0,7226,,,,,,,,
1666257034629,0,7227,,,,,,,,
1666257034630,0,7228,,,,,,,,
1666257034631,0,7229,,,,,,,,
1666257034632,0,7230,,,,,,,,
1666257034633,54519,7231,15.0,0.0,8.0,6.0,45.0,48.0,8.0,011111111111111111110100101001000000000001001
1666257034634,54519,7232,15.0,0.0,8.0,6.0,45.0,48.0,8.0,010110100000000100000101000100000000000001001
1666257034635,0,7233,,,,,,,,
1666257034636,0,7234,,,,,,,,
1666257034637,0,7235,,,,,,,,
1666257034638,54519,7236,15.0,0.0,8.0,0.0,28.0,48.0,8.0,0000001110011101111011000010
1666257034639,0,7237,,,,,,,,
1666257034640,0,7238,,,,,,,,
1666257034641,54519,7239,40.0,32.0,8.0,6.0,45.0,48.0,8.0,011111111111111111110100101001001000000001001
1666257034642,65535,7240,65.0,12.0,4.0,2.0,27.0,0.0,0.0,100000010010110000100000000
1666257034643,0,7241,,,,,,,,
1666257034644,0,7242,,,,,,,,
1666257034645,0,7243,,,,,,,,
1666257034646,0,7244,,,,,,,,
1666257034647,54519,7245,65.0,40.0,8.0,6.0,45.0,48.0,8.0,000000100000001000000101100011000000000001001
1666257034647,65535,7245,65.0,12.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001100
1666257034647,31355,7245,65.0,48.0,2.0,0.0,28.0,29.0,3.0,0000000100111111101101000100
1666257034648,0,7246,,,,,,,,
1666257034649,54519,7247,65.0,16.0,8.0,6.0,45.0,48.0,8.0,011111111111111111110100101001001100000001001
1666257034650,0,7248,,,,,,,,
1666257034651,65534,7249,40.0,12.0,4.0,2.0,27.0,0.0,0.0,100001011101110010100000000
1666257034652,0,7250,,,,,,,,
1666257034653,0,7251,,,,,,,,
1666257034654,0,7252,,,,,,,,
1666257034655,0,7253,,,,,,,,
1666257034656,0,7254,,,,,,,,
1666257034657,0,7255,,,,,,,,
1666257034658,54519,7256,15.0,8.0,4.0,0.0,28.0,48.0,8.0,0000001110011101101001000100
1666257034659,0,7257,,,,,,,,
1666257034660,0,7258,,,,,,,,
1666257034661,54519,7259,40.0,32.0,8.0,6.0,45.0,48.0,8.0,000000000000000010000110000000000000000001001
1666257034662,0,7260,,,,,,,,
1666257034663,0,7261,,,,,,,,
1666257034664,0,7262,,,,,,,,
1666257034665,0,7263,,,,,,,,
1666257034666,0,7264,,,,,,,,
1666257034667,65535,7265,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000100
1666257034668,54519,7266,40.0,32.0,8.0,0.0,28.0,48.0,8.0,0000001110011101110101000010
1666257034669,0,7267,,,,,,,,
1666257034670,54519,7268,65.0,16.0,8.0,6.0,45.0,48.0,8.0,000101000010110001000110100011000000000001001
1666257034671,0,7269,,,,,,,,
1666257034672,0,7270,,,,,,,,
1666257034673,0,7271,,,,,,,,
1666257034674,0,7272,,,,,,,,
1666257034675,0,7273,,,,,,,,
1666257034676,0,7274,,,,,,,,
1666257034677,0,7275,,,,,,,,
1666257034678,54519,7276,40.0,0.0,8.0,0.0,28.0,48.0,8.0,0000001110100110110111000110
1666257034679,0,7277,,,,,,,,
1666257034680,0,7278,,,,,,,,
1666257034681,0,7279,,,,,,,,
1666257034682,65535,7280,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000100101100010000000000
1666257034683,0,7281,,,,,,,,
1666257034684,0,7282,,,,,,,,
1666257034685,54519,7283,40.0,16.0,8.0,6.0,45.0,48.0,8.0,000000000000000010100011000011000000000001001
1666257034686,54519,7284,65.0,40.0,8.0,0.0,28.0,48.0,8.0,0000010000010111110101001100
1666257034687,65535,7285,40.0,12.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000000
1666257034688,0,7286,,,,,,,,
1666257034689,0,7287,,,,,,,,
1666257034690,0,7288,,,,,,,,
1666257034691,65534,7289,40.0,12.0,4.0,2.0,27.0,0.0,0.0,100000100101100000100000000
1666257034692,0,7290,,,,,,,,
1666257034693,0,7291,,,,,,,,
1666257034694,54519,7292,65.0,32.0,8.0,0.0,28.0,48.0,8.0,0000001111111011111101000010
1666257034695,0,7293,,,,,,,,
1666257034696,0,7294,,,,,,,,
1666257034697,0,7295,,,,,,,,
1666257034698,0,7296,,,,,,,,
1666257034699,0,7297,,,,,,,,
1666257034700,0,7298,,,,,,,,
1666257034701,0,7299,,,,,,,,
1666257034702,0,7300,,,,,,,,
1666257034703,0,7301,,,,,,,,
1666257034704,0,7302,,,,,,,,
1666257034705,0,7303,,,,,,,,
1666257034706,0,7304,,,,,,,,
1666257034707,65535,7305,65.0,12.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001000
1666257034708,54519,7306,65.0,8.0,8.0,0.0,28.0,48.0,8.0,0000001111000001001001001110
1666257034709,0,7307,,,,,,,,
1666257034710,54519,7308,65.0,16.0,8.0,6.0,45.0,48.0,8.0,000000001000000000000111100000000000000001001
1666257034711,0,7309,,,,,,,,
1666257034712,0,7310,,,,,,,,
1666257034713,0,7311,,,,,,,,
1666257034714,0,7312,,,,,,,,
1666257034715,0,7313,,,,,,,,
1666257034716,0,7314,,,,,,,,
1666257034717,0,7315,,,,,,,,
1666257034718,0,7316,,,,,,,,
1666257034719,0,7317,,,,,,,,
1666257034720,54519,7318,65.0,24.0,8.0,6.0,45.0,48.0,8.0,000001000000000000100100000010110000000001001
1666257034721,0,7319,,,,,,,,
1666257034722,18863,7320,40.0,30.0,2.0,0.0,27.0,27.0,2.0,000000001000101110110100010
1666257034723,0,7321,,,,,,,,
1666257034724,0,7322,,,,,,,,
1666257034725,0,7323,,,,,,,,
1666257034726,0,7324,,,,,,,,
1666257034727,65535,7325,65.0,12.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001100
1666257034727,31355,7325,65.0,48.0,2.0,0.0,28.0,29.0,3.0,0000000110010111101010000110
1666257034728,0,7326,,,,,,,,
1666257034729,0,7327,,,,,,,,
1666257034730,0,7328,,,,,,,,
1666257034731,0,7329,,,,,,,,
1666257034732,0,7330,,,,,,,,
1666257034733,0,7331,,,,,,,,
1666257034734,0,7332,,,,,,,,
1666257034735,0,7333,,,,,,,,
1666257034736,0,7334,,,,,,,,
1666257034737,0,7335,,,,,,,,
1666257034738,0,7336,,,,,,,,
1666257034739,0,7337,,,,,,,,
1666257034740,0,7338,,,,,,,,
1666257034741,0,7339,,,,,,,,
1666257034742,0,7340,,,,,,,,
1666257034743,0,7341,,,,,,,,
1666257034744,0,7342,,,,,,,,
1666257034745,0,7343,,,,,,,,
1666257034746,0,7344,,,,,,,,
1666257034747,65535,7345,65.0,12.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000100
1666257034748,54519,7346,40.0,0.0,8.0,0.0,28.0,48.0,8.0,0000010000111001110111000100
1666257034749,0,7347,,,,,,,,
1666257034750,0,7348,,,,,,,,
1666257034751,0,7349,,,,,,,,
1666257034752,0,7350,,,,,,,,
1666257034753,0,7351,,,,,,,,
1666257034754,0,7352,,,,,,,,
1666257034755,0,7353,,,,,,,,
1666257034756,0,7354,,,,,,,,
1666257034757,0,7355,,,,,,,,
1666257034758,0,7356,,,,,,,,
1666257034759,0,7357,,,,,,,,
1666257034760,0,7358,,,,,,,,
1666257034761,0,7359,,,,,,,,
1666257034762,0,7360,,,,,,,,
1666257034763,65535,7361,65.0,12.0,4.0,2.0,27.0,0.0,0.0,100001011101110101000001000
1666257034764,0,7362,,,,,,,,
1666257034765,0,7363,,,,,,,,
1666257034766,0,7364,,,,,,,,
1666257034767,65535,7365,65.0,12.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000000
1666257034768,0,7366,,,,,,,,
1666257034769,0,7367,,,,,,,,
1666257034770,0,7368,,,,,,,,
1666257034771,65534,7369,40.0,12.0,4.0,2.0,27.0,0.0,0.0,100000100101100000100000000
1666257034772,0,7370,,,,,,,,
1666257034773,0,7371,,,,,,,,
1666257034774,65535,7372,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100001011101110101000000000
1666257034775,0,7373,,,,,,,,
1666257034776,0,7374,,,,,,,,
1666257034777,0,7375,,,,,,,,
1666257034778,0,7376,,,,,,,,
1666257034779,0,7377,,,,,,,,
1666257034780,0,7378,,,,,,,,
1666257034781,0,7379,,,,,,,,
1666257034782,65535,7380,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000010010110000100000001
1666257034783,0,7381,,,,,,,,
1666257034784,0,7382,,,,,,,,
1666257034785,0,7383,,,,,,,,
1666257034786,0,7384,,,,,,,,
1666257034787,65535,7385,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001000
1666257034788,0,7386,,,,,,,,
1666257034789,0,7387,,,,,,,,
1666257034790,0,7388,,,,,,,,
1666257034791,0,7389,,,,,,,,
1666257034792,0,7390,,,,,,,,
1666257034793,0,7391,,,,,,,,
1666257034794,0,7392,,,,,,,,
1666257034795,0,7393,,,,,,,,
1666257034796,0,7394,,,,,,,,
1666257034797,0,7395,,,,,,,,
1666257034798,31355,7396,15.0,12.0,2.0,0.0,28.0,29.0,3.0,0000001111000011001001001100
1666257034799,0,7397,,,,,,,,
1666257034800,0,7398,,,,,,,,
1666257034801,0,7399,,,,,,,,
1666257034802,65535,7400,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000010010110000100000000
1666257034803,0,7401,,,,,,,,
1666257034804,0,7402,,,,,,,,
1666257034805,0,7403,,,,,,,,
1666257034806,31355,7404,15.0,12.0,2.0,0.0,28.0,29.0,3.0,0000010000111011110001001110
1666257034807,65535,7405,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001100
1666257034808,0,7406,,,,,,,,
1666257034809,0,7407,,,,,,,,
1666257034810,0,7408,,,,,,,,
1666257034811,65534,7409,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100001001011000001100000000
1666257034812,19379,7410,15.0,0.0,8.0,0.0,27.0,25.0,4.0,000000000110101110100100010
1666257034813,0,7411,,,,,,,,
1666257034814,0,7412,,,,,,,,
1666257034815,0,7413,,,,,,,,
1666257034816,0,7414,,,,,,,,
1666257034817,0,7415,,,,,,,,
1666257034818,0,7416,,,,,,,,
1666257034819,0,7417,,,,,,,,
1666257034820,0,7418,,,,,,,,
1666257034821,0,7419,,,,,,,,
1666257034822,65535,7420,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000000
1666257034823,0,7421,,,,,,,,
1666257034824,0,7422,,,,,,,,
1666257034825,0,7423,,,,,,,,
1666257034826,0,7424,,,,,,,,
1666257034827,65535,7425,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000100
1666257034828,0,7426,,,,,,,,
1666257034829,0,7427,,,,,,,,
1666257034830,0,7428,,,,,,,,
1666257034831,0,7429,,,,,,,,
1666257034832,54519,7430,15.0,0.0,8.0,0.0,28.0,48.0,8.0,0000000111101011101101000010
1666257034833,0,7431,,,,,,,,
1666257034834,0,7432,,,,,,,,
1666257034835,0,7433,,,,,,,,
1666257034836,0,7434,,,,,,,,
1666257034837,0,7435,,,,,,,,
1666257034838,0,7436,,,,,,,,
1666257034839,0,7437,,,,,,,,
1666257034840,0,7438,,,,,,,,
1666257034841,0,7439,,,,,,,,
1666257034842,65535,7440,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000100101100010000000000
1666257034843,0,7441,,,,,,,,
1666257034844,0,7442,,,,,,,,
1666257034845,0,7443,,,,,,,,
1666257034846,0,7444,,,,,,,,
1666257034847,31355,7445,15.0,12.0,2.0,6.0,45.0,29.0,3.0,001000000000000000000010000001010000000001000
1666257034847,65535,7445,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000000
1666257034848,0,7446,,,,,,,,
1666257034849,0,7447,,,,,,,,
1666257034850,0,7448,,,,,,,,
1666257034851,0,7449,,,,,,,,
1666257034852,0,7450,,,,,,,,
1666257034853,0,7451,,,,,,,,
1666257034854,0,7452,,,,,,,,
1666257034855,0,7453,,,,,,,,
1666257034856,0,7454,,,,,,,,
1666257034857,0,7455,,,,,,,,
1666257034858,0,7456,,,,,,,,
1666257034859,0,7457,,,,,,,,
1666257034860,0,7458,,,,,,,,
1666257034861,0,7459,,,,,,,,
1666257034862,0,7460,,,,,,,,
1666257034863,0,7461,,,,,,,,
1666257034864,0,7462,,,,,,,,
1666257034865,0,7463,,,,,,,,
1666257034866,0,7464,,,,,,,,
1666257034867,65535,7465,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001000
1666257034868,0,7466,,,,,,,,
1666257034869,0,7467,,,,,,,,
1666257034870,54519,7468,40.0,21.0,1.0,6.0,45.0,48.0,8.0,000111100010100100000111000000000000101110001
1666257034871,0,7469,,,,,,,,
1666257034872,54519,7470,15.0,6.0,2.0,0.0,28.0,48.0,8.0,0000000111101011101011000110
1666257034873,0,7471,,,,,,,,
1666257034874,0,7472,,,,,,,,
1666257034875,0,7473,,,,,,,,
1666257034876,0,7474,,,,,,,,
1666257034877,0,7475,,,,,,,,
1666257034878,0,7476,,,,,,,,
1666257034879,0,7477,,,,,,,,
1666257034880,0,7478,,,,,,,,
1666257034881,0,7479,,,,,,,,
1666257034882,0,7480,,,,,,,,
1666257034883,0,7481,,,,,,,,
1666257034884,0,7482,,,,,,,,
1666257034885,0,7483,,,,,,,,
1666257034886,0,7484,,,,,,,,
1666257034887,65535,7485,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001100
1666257034888,0,7486,,,,,,,,
1666257034889,0,7487,,,,,,,,
1666257034890,0,7488,,,,,,,,
1666257034891,65534,7489,40.0,12.0,4.0,2.0,27.0,0.0,0.0,100000100101100000100000000
1666257034892,0,7490,,,,,,,,
1666257034893,0,7491,,,,,,,,
1666257034894,0,7492,,,,,,,,
1666257034895,0,7493,,,,,,,,
1666257034896,0,7494,,,,,,,,
1666257034897,0,7495,,,,,,,,
1666257034898,0,7496,,,,,,,,
1666257034899,0,7497,,,,,,,,
1666257034900,0,7498,,,,,,,,
1666257034901,0,7499,,,,,,,,
1666257034902,0,7500,,,,,,,,
1666257034903,0,7501,,,,,,,,
1666257034904,0,7502,,,,,,,,
1666257034905,0,7503,,,,,,,,
1666257034906,0,7504,,,,,,,,
1666257034907,65535,7505,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000100
1666257034908,0,7506,,,,,,,,
1666257034909,0,7507,,,,,,,,
1666257034910,0,7508,,,,,,,,
1666257034911,0,7509,,,,,,,,
1666257034912,54519,7510,15.0,12.0,2.0,0.0,28.0,48.0,8.0,0000000111100011101101000100
1666257034913,0,7511,,,,,,,,
1666257034914,0,7512,,,,,,,,
1666257034915,0,7513,,,,,,,,
1666257034916,0,7514,,,,,,,,
1666257034917,0,7515,,,,,,,,
1666257034918,0,7516,,,,,,,,
1666257034919,0,7517,,,,,,,,
1666257034920,0,7518,,,,,,,,
1666257034921,0,7519,,,,,,,,
1666257034922,0,7520,,,,,,,,
1666257034923,65535,7521,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100001011101110101000001000
1666257034924,0,7522,,,,,,,,
1666257034925,0,7523,,,,,,,,
1666257034926,0,7524,,,,,,,,
1666257034927,65535,7525,40.0,12.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000000
1666257034927,31355,7525,40.0,16.0,2.0,0.0,28.0,29.0,3.0,0000000110010111101110000100
1666257034928,0,7526,,,,,,,,
1666257034929,0,7527,,,,,,,,
1666257034930,0,7528,,,,,,,,
1666257034931,0,7529,,,,,,,,
1666257034932,0,7530,,,,,,,,
1666257034933,0,7531,,,,,,,,
1666257034934,65535,7532,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100001011101110101000000000
1666257034935,0,7533,,,,,,,,
1666257034936,0,7534,,,,,,,,
1666257034937,0,7535,,,,,,,,
1666257034938,0,7536,,,,,,,,
1666257034939,0,7537,,,,,,,,
1666257034940,0,7538,,,,,,,,
1666257034941,0,7539,,,,,,,,
1666257034942,65535,7540,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000010010110000100000001
1666257034943,0,7541,,,,,,,,
1666257034944,0,7542,,,,,,,,
1666257034945,0,7543,,,,,,,,
1666257034946,0,7544,,,,,,,,
1666257034947,65535,7545,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001000
1666257034948,0,7546,,,,,,,,
1666257034949,0,7547,,,,,,,,
1666257034950,0,7548,,,,,,,,
1666257034951,0,7549,,,,,,,,
1666257034952,0,7550,,,,,,,,
1666257034953,0,7551,,,,,,,,
1666257034954,0,7552,,,,,,,,
1666257034955,0,7553,,,,,,,,
1666257034956,0,7554,,,,,,,,
1666257034957,0,7555,,,,,,,,
1666257034958,0,7556,,,,,,,,
1666257034959,0,7557,,,,,,,,
1666257034960,0,7558,,,,,,,,
1666257034961,0,7559,,,,,,,,
1666257034962,65535,7560,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000010010110000100000000
1666257034963,0,7561,,,,,,,,
1666257034964,0,7562,,,,,,,,
1666257034965,0,7563,,,,,,,,
1666257034966,0,7564,,,,,,,,
1666257034967,65535,7565,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001100
1666257034967,31355,7565,15.0,6.0,2.0,0.0,28.0,29.0,3.0,0000000110010111101001000110
1666257034968,0,7566,,,,,,,,
1666257034969,0,7567,,,,,,,,
1666257034970,0,7568,,,,,,,,
1666257034971,0,7569,,,,,,,,
1666257034972,19379,7570,15.0,0.0,8.0,0.0,27.0,25.0,4.0,000000000110101110110100010
1666257034973,0,7571,,,,,,,,
1666257034974,0,7572,,,,,,,,
1666257034975,0,7573,,,,,,,,
1666257034976,0,7574,,,,,,,,
1666257034977,0,7575,,,,,,,,
1666257034978,0,7576,,,,,,,,
1666257034979,0,7577,,,,,,,,
1666257034980,0,7578,,,,,,,,
1666257034981,0,7579,,,,,,,,
1666257034982,0,7580,,,,,,,,
1666257034983,0,7581,,,,,,,,
1666257034984,0,7582,,,,,,,,
1666257034985,0,7583,,,,,,,,
1666257034986,0,7584,,,,,,,,
1666257034987,65535,7585,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000100
1666257034988,0,7586,,,,,,,,
1666257034989,0,7587,,,,,,,,
1666257034990,0,7588,,,,,,,,
1666257034991,0,7589,,,,,,,,
1666257034992,54519,7590,15.0,12.0,2.0,0.0,28.0,48.0,8.0,0000000101000111101001000010
1666257034993,0,7591,,,,,,,,
1666257034994,0,7592,,,,,,,,
1666257034995,0,7593,,,,,,,,
1666257034996,0,7594,,,,,,,,
1666257034997,0,7595,,,,,,,,
1666257034998,0,7596,,,,,,,,
1666257034999,0,7597,,,,,,,,
1666257035000,0,7598,,,,,,,,
1666257035001,0,7599,,,,,,,,
1666257035002,65535,7600,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000100101100010000000000
1666257035003,0,7601,,,,,,,,
1666257035004,0,7602,,,,,,,,
1666257035005,0,7603,,,,,,,,
1666257035006,0,7604,,,,,,,,
1666257035007,65535,7605,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000000000
1666257035008,0,7606,,,,,,,,
1666257035009,0,7607,,,,,,,,
1666257035010,0,7608,,,,,,,,
1666257035011,65534,7609,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100001001011000001100000000
1666257035012,0,7610,,,,,,,,
1666257035013,0,7611,,,,,,,,
1666257035014,0,7612,,,,,,,,
1666257035015,0,7613,,,,,,,,
1666257035016,0,7614,,,,,,,,
1666257035017,0,7615,,,,,,,,
1666257035018,0,7616,,,,,,,,
1666257035019,0,7617,,,,,,,,
1666257035020,0,7618,,,,,,,,
1666257035021,0,7619,,,,,,,,
1666257035022,0,7620,,,,,,,,
1666257035023,0,7621,,,,,,,,
1666257035024,0,7622,,,,,,,,
1666257035025,0,7623,,,,,,,,
1666257035026,0,7624,,,,,,,,
1666257035027,65535,7625,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001000
1666257035028,0,7626,,,,,,,,
1666257035029,0,7627,,,,,,,,
1666257035030,0,7628,,,,,,,,
1666257035031,0,7629,,,,,,,,
1666257035032,0,7630,,,,,,,,
1666257035033,0,7631,,,,,,,,
1666257035034,0,7632,,,,,,,,
1666257035035,0,7633,,,,,,,,
1666257035036,0,7634,,,,,,,,
1666257035037,0,7635,,,,,,,,
1666257035038,2,7636,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000100101100000100000000
1666257035039,0,7637,,,,,,,,
1666257035040,0,7638,,,,,,,,
1666257035041,0,7639,,,,,,,,
1666257035042,0,7640,,,,,,,,
1666257035043,0,7641,,,,,,,,
1666257035044,0,7642,,,,,,,,
1666257035045,0,7643,,,,,,,,
1666257035046,0,7644,,,,,,,,
1666257035047,65535,7645,15.0,8.0,4.0,2.0,27.0,0.0,0.0,100000111000010011000001100
1666257035048,0,7646,,,,,,,,
1666257035049,0,7647,,,,,,,,
1666257035050,0,7648,,,,,,,,
1666257035051,57333,7649,15.0,8.0,4.0,2.0,27.0,3.0,3.0,100011001110010000000010001
1666257035052,0,7650,,,,,,,,
1666257035053,0,7651,,,,,,,,
1666257035054,0,7652,,,,,,,,
1666257035055,0,7653,,,,,,,,
1666257035056,0,7654,,,,,,,,
1666257035057,0,7655,,,,,,,,
1666257035058,0,7656,,,,,,,,
1666257035059,57333,7657,15.0,0.0,8.0,0.0,27.0,3.0,3.0,000010000101110010110100000
1666257035060,57333,7658,15.0,0.0,8.0,0.0,27.0,3.0,3.0,000010000100010010110100000
