Time,rnti,SFN,elapsed,CFI,RBmeanllr,format,preamble,ta,nb_TB,MCSi_1,MCSi_2,TBS_1,TBS_2,nb_PRB,connection_id
1698072542699,1759,58,1.34,3,2.5,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542701,1759,60,2.87,3,2.32,0.0,46.0,18.0,1,1,-2,88,-2,3,8
1698072542702,1759,61,2.37,3,2.64,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542703,1759,62,2.46,3,2.78,0.0,46.0,18.0,1,30,-2,72,-2,2,8
1698072542706,1759,65,0.82,3,2.74,0.0,46.0,18.0,1,1,-2,88,-2,3,8
1698072542707,1759,66,1.7,3,2.79,0.0,46.0,18.0,1,30,-2,88,-2,2,8
1698072542709,1759,68,2.77,3,2.78,0.0,46.0,18.0,1,30,-2,88,-2,3,8
1698072542710,1759,69,2.22,3,2.76,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542711,1759,70,3.27,3,2.73,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542713,1759,72,2.99,3,2.72,0.0,46.0,18.0,1,31,-2,72,-2,3,8
1698072542715,1759,74,3.01,3,2.93,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542800,1759,159,1.4,3,2.51,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542801,1759,160,4.2,3,2.43,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542801,65535,160,4.2,3,2.02,2.0,0.0,0.0,1,11,-2,376,-2,33,3
1698072542802,1759,161,1.36,3,2.33,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542803,1759,162,1.84,3,2.16,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542804,1759,163,0.4,3,1.98,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542805,1759,164,0.41,3,1.83,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542806,1759,165,0.32,3,2.12,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542806,65535,165,0.32,3,1.61,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072542807,1759,166,0.58,3,2.14,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542808,1759,167,0.8,3,2.0,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542810,1759,169,0.63,3,1.9,0.0,46.0,18.0,1,30,-2,72,-2,2,8
1698072542810,65534,169,0.63,3,1.5,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072542811,1759,170,0.73,3,1.93,0.0,46.0,18.0,1,30,-2,72,-2,2,8
1698072542812,1759,171,0.65,3,1.97,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542813,1759,172,0.8,3,1.94,0.0,46.0,18.0,1,30,-2,72,-2,2,8
1698072542814,1759,173,0.76,3,1.9,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542815,1759,174,0.87,3,1.99,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542816,1759,175,0.51,2,1.94,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542817,1759,176,0.49,3,1.97,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542818,1759,177,0.57,3,1.88,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542819,1759,178,0.75,3,1.97,6.0,46.0,18.0,1,0,-2,56,-2,3,8
1698072542819,1759,178,0.75,3,1.97,0.0,46.0,18.0,1,31,-2,72,-2,2,8
1698072542820,1759,179,0.35,3,1.94,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542821,1759,180,0.61,3,1.9,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542822,1759,181,0.58,3,2.02,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542823,1759,182,0.67,2,1.92,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542824,1759,183,0.34,3,1.93,0.0,46.0,18.0,1,30,-2,72,-2,2,8
1698072542825,1759,184,0.74,3,1.94,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542826,65535,185,0.87,3,1.46,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072542827,1759,186,0.54,3,2.0,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542829,1759,188,0.46,3,1.95,0.0,46.0,18.0,1,30,-2,72,-2,2,8
1698072542830,1759,189,0.46,3,2.04,0.0,46.0,18.0,1,30,-2,72,-2,2,8
1698072542831,1759,190,0.68,3,2.02,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542832,1759,191,0.71,2,2.0,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542833,1759,192,0.35,2,2.07,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542834,1759,193,0.33,3,1.92,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542835,1759,194,0.55,3,1.92,0.0,46.0,18.0,1,30,-2,72,-2,2,8
1698072542836,1759,195,0.27,3,1.96,0.0,46.0,18.0,1,31,-2,72,-2,2,8
1698072542837,1759,196,0.31,2,1.94,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542838,1759,197,0.31,2,1.94,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542839,1759,198,0.66,2,1.95,0.0,46.0,18.0,1,30,-2,72,-2,2,8
1698072542840,1759,199,0.26,3,1.97,0.0,46.0,18.0,1,30,-2,72,-2,2,8
1698072542841,1759,200,0.46,2,2.06,0.0,46.0,18.0,1,30,-2,72,-2,2,8
1698072542842,1759,201,0.42,2,2.0,0.0,46.0,18.0,1,30,-2,72,-2,2,8
1698072542843,1759,202,0.58,2,2.01,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542844,1759,203,0.38,3,1.99,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542845,1759,204,0.61,2,1.97,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542846,1759,205,0.37,3,2.1,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542846,65535,205,0.37,3,1.65,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072542847,1759,206,0.66,3,2.11,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542848,1759,207,0.84,3,2.09,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542849,1759,208,0.53,3,2.06,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542850,1759,209,0.51,2,2.03,0.0,46.0,18.0,1,31,-2,72,-2,2,8
1698072542851,1759,210,0.36,3,1.96,6.0,46.0,18.0,1,0,-2,56,-2,3,8
1698072542851,1759,210,0.36,3,2.03,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542853,1759,212,0.53,3,1.97,0.0,46.0,18.0,1,30,-2,72,-2,2,8
1698072542854,1759,213,0.41,3,2.09,0.0,46.0,18.0,1,30,-2,72,-2,2,8
1698072542855,1759,214,0.52,2,2.06,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542856,1759,215,0.4,2,1.97,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542857,1759,216,0.6,3,2.14,0.0,46.0,18.0,1,30,-2,72,-2,2,8
1698072542858,1759,217,0.34,2,2.11,0.0,46.0,18.0,1,1,-2,88,-2,3,8
1698072542859,1759,218,0.35,2,2.08,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542860,1759,219,0.39,3,2.35,0.0,46.0,18.0,1,31,-2,72,-2,2,8
1698072542861,1759,220,0.51,2,2.15,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542862,1759,221,0.44,2,2.3,0.0,46.0,18.0,1,31,-2,72,-2,2,8
1698072542863,1759,222,0.47,2,2.01,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542864,1759,223,0.62,2,2.12,0.0,46.0,18.0,1,30,-2,72,-2,2,8
1698072542865,1759,224,0.51,2,2.16,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542866,1759,225,0.49,3,2.41,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542866,65535,225,0.49,3,1.71,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072542867,1759,226,0.72,2,2.24,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542868,1759,227,0.45,3,2.3,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542869,1759,228,0.76,3,2.36,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542870,1759,229,0.49,3,2.64,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542870,65534,229,0.49,3,1.9,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072542871,1759,230,1.17,3,2.25,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542872,1759,231,0.81,2,2.4,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542874,1759,233,0.44,3,2.37,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542875,1759,234,0.59,2,2.33,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542876,1759,235,0.6,2,2.31,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542877,1759,236,0.61,3,2.44,6.0,46.0,18.0,1,0,-2,56,-2,3,8
1698072542877,1759,236,0.61,3,2.44,0.0,46.0,18.0,1,5,-2,72,-2,1,8
1698072542878,1759,237,0.55,2,2.82,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542879,1759,238,0.55,2,2.38,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542880,1759,239,0.68,2,2.5,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542881,65535,240,0.49,3,1.82,2.0,0.0,0.0,1,11,-2,376,-2,33,3
1698072542881,1759,240,0.49,3,2.47,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542882,1759,241,1.34,2,2.66,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542884,1759,243,0.32,2,2.61,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072542887,1759,246,1.97,3,2.9,0.0,46.0,18.0,1,30,-2,72,-2,2,8
1698072542890,1759,249,1.23,3,2.85,0.0,46.0,18.0,1,1,-2,88,-2,3,8
1698072542890,65534,249,1.23,3,2.1,2.0,0.0,0.0,1,3,-2,104,-2,12,2
1698072542896,1759,255,2.76,3,2.95,0.0,46.0,18.0,1,30,-2,88,-2,3,8
1698072542990,65534,349,0.94,3,2.15,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072542990,1759,349,0.94,3,2.83,0.0,46.0,18.0,1,31,-2,88,-2,2,8
1698072542992,1759,351,0.32,2,2.41,6.0,46.0,18.0,1,5,-2,2088,-2,12,8
1698072543004,1759,363,0.31,3,2.59,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072543004,1759,363,0.31,3,2.7,6.0,46.0,18.0,1,0,-2,56,-2,3,8
1698072543012,1759,371,0.31,2,2.23,0.0,46.0,18.0,1,30,-2,72,-2,2,8
1698072543026,65535,385,0.45,2,1.74,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072543270,65534,629,0.91,2,2.08,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072543301,65535,660,0.33,2,1.76,2.0,0.0,0.0,1,4,-2,120,-2,12,3
1698072543306,65535,665,0.3,2,1.74,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072543310,65534,669,0.35,2,1.98,2.0,0.0,0.0,1,3,-2,104,-2,9,2
1698072543326,65535,685,0.41,3,2.09,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072543334,65535,693,0.78,2,1.34,3.0,0.0,0.0,1,19,-2,696,-2,4,3
1698072543506,65535,865,0.4,2,1.83,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072543666,65535,1025,0.32,2,2.04,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072543670,65534,1029,0.79,3,1.65,2.0,0.0,0.0,1,3,-2,104,-2,12,2
1698072543679,5,1038,0.31,2,1.43,2.0,0.0,0.0,1,1,-2,56,-2,6,1
1698072543681,65535,1040,0.26,2,1.61,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072543686,65535,1045,0.24,2,1.66,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072543692,1895,1051,0.29,2,1.68,2.0,30.0,8.0,1,0,-2,328,-2,12,10
1698072543706,1895,1065,0.32,2,2.01,0.0,30.0,8.0,1,2,-2,72,-2,2,10
1698072543706,65535,1065,0.32,2,1.69,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072543707,1895,1066,0.54,2,1.63,0.0,30.0,8.0,1,2,-2,72,-2,2,10
1698072543708,1895,1067,0.59,2,1.62,0.0,30.0,8.0,1,2,-2,72,-2,2,10
1698072543709,1895,1068,0.52,2,1.61,0.0,30.0,8.0,1,2,-2,72,-2,2,10
1698072543710,65534,1069,0.54,2,1.93,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072543710,1895,1069,0.54,2,1.92,0.0,30.0,8.0,1,2,-2,72,-2,2,10
1698072543711,1895,1070,0.65,2,1.58,0.0,30.0,8.0,1,2,-2,72,-2,2,10
1698072543712,1895,1071,0.59,2,1.71,0.0,30.0,8.0,1,2,-2,72,-2,2,10
1698072543713,1895,1072,0.3,2,1.62,0.0,30.0,8.0,1,2,-2,72,-2,2,10
1698072543716,1895,1075,0.64,3,1.69,6.0,30.0,8.0,1,0,-2,56,-2,3,10
1698072543717,1895,1076,0.85,2,1.8,6.0,30.0,8.0,1,0,-2,56,-2,3,10
1698072543718,1895,1077,0.46,2,2.01,0.0,30.0,8.0,1,9,-2,776,-2,5,10
1698072543726,1895,1085,0.34,3,1.82,6.0,30.0,8.0,1,0,-2,152,-2,6,10
1698072543726,65535,1085,0.34,3,1.98,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072543736,1895,1095,0.8,2,1.98,0.0,30.0,8.0,1,12,-2,776,-2,4,10
1698072543826,65535,1185,0.69,2,1.91,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072543830,65534,1189,0.79,2,1.86,2.0,0.0,0.0,1,5,-2,144,-2,12,2
1698072543841,65535,1200,0.59,2,1.77,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072543846,65535,1205,0.78,3,1.7,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072543866,65535,1225,0.57,3,1.95,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072543990,65534,1349,0.63,2,1.93,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072544001,65535,1360,2.07,3,1.82,2.0,0.0,0.0,1,11,-2,376,-2,33,3
1698072544006,65535,1365,0.8,3,2.1,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072544046,65535,1405,0.8,3,2.28,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072544066,65535,1425,0.75,3,1.47,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072544081,65535,1440,3.06,2,2.05,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072544086,65535,1445,0.68,2,1.9,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072544146,65535,1505,0.59,3,1.57,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072544150,65534,1509,1.1,2,1.64,2.0,0.0,0.0,1,5,-2,144,-2,12,2
1698072544161,65535,1520,0.59,2,1.55,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072544166,65535,1525,0.68,3,1.47,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072544186,65535,1545,0.69,3,1.55,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072544190,65534,1549,0.63,3,1.49,2.0,0.0,0.0,1,3,-2,104,-2,12,2
1698072544206,65535,1565,0.45,3,1.7,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072544226,65535,1585,0.32,2,1.88,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072544246,65535,1605,0.7,3,2.11,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072544286,65535,1645,0.32,3,1.69,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072544306,65535,1665,0.38,3,1.62,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072544310,65534,1669,0.26,2,1.45,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072544321,65535,1680,0.28,2,1.59,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072544326,65535,1685,0.32,2,1.66,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072544346,65535,1705,0.85,3,1.77,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072544426,65535,1785,0.41,3,1.85,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072544430,65534,1789,0.31,2,1.55,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072544446,65535,1805,0.32,3,1.62,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072544450,65534,1809,0.28,2,1.74,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072544454,1759,1813,0.44,2,1.97,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544462,1759,1821,0.31,2,2.04,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544463,1759,1822,0.6,2,2.07,0.0,46.0,18.0,1,3,-2,104,-2,2,8
1698072544464,1759,1823,0.36,2,2.05,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544465,1759,1824,0.32,2,2.16,0.0,46.0,18.0,1,3,-2,104,-2,2,8
1698072544466,65535,1825,0.33,3,1.56,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072544466,1759,1825,0.33,3,2.18,0.0,46.0,18.0,1,3,-2,104,-2,2,8
1698072544467,1759,1826,0.78,2,2.14,0.0,46.0,18.0,1,4,-2,120,-2,2,8
1698072544468,1759,1827,0.35,2,2.01,0.0,46.0,18.0,1,1,-2,88,-2,3,8
1698072544469,1759,1828,0.52,2,1.99,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544470,65534,1829,0.46,2,1.57,2.0,0.0,0.0,1,3,-2,104,-2,9,2
1698072544471,1759,1830,0.65,2,2.04,0.0,46.0,18.0,1,0,-2,152,-2,6,8
1698072544472,1759,1831,0.49,2,2.27,0.0,46.0,18.0,1,1,-2,88,-2,3,8
1698072544473,1759,1832,0.58,3,1.86,0.0,46.0,18.0,1,4,-2,120,-2,2,8
1698072544474,1759,1833,0.63,3,2.07,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544475,1759,1834,0.8,2,1.97,0.0,46.0,18.0,1,0,-2,120,-2,5,8
1698072544476,1759,1835,0.6,3,2.22,0.0,46.0,18.0,1,3,-2,104,-2,2,8
1698072544477,1759,1836,0.68,2,2.34,0.0,46.0,18.0,1,1,-2,88,-2,3,8
1698072544478,1759,1837,0.46,2,2.23,0.0,46.0,18.0,1,1,-2,88,-2,3,8
1698072544480,1759,1839,0.32,3,2.03,0.0,46.0,18.0,1,1,-2,88,-2,3,8
1698072544480,1831,1839,0.32,3,1.0,0.0,3.0,16.0,1,10,-2,144,-2,1,9
1698072544481,65535,1840,0.58,2,1.76,2.0,0.0,0.0,1,11,-2,376,-2,30,3
1698072544481,1759,1840,0.58,2,2.17,0.0,46.0,18.0,1,5,-2,72,-2,1,8
1698072544482,1759,1841,0.57,2,2.14,0.0,46.0,18.0,1,1,-2,88,-2,3,8
1698072544483,1759,1842,0.53,3,2.04,0.0,46.0,18.0,1,5,-2,72,-2,1,8
1698072544484,1759,1843,0.74,3,2.23,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544485,1759,1844,0.87,2,2.02,0.0,46.0,18.0,1,0,-2,120,-2,5,8
1698072544486,1759,1845,0.6,3,2.24,0.0,46.0,18.0,1,0,-2,120,-2,5,8
1698072544486,65535,1845,0.6,3,1.73,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072544487,1759,1846,0.73,2,2.33,0.0,46.0,18.0,1,3,-2,104,-2,2,8
1698072544488,1759,1847,0.61,2,2.27,6.0,46.0,18.0,1,1,-2,144,-2,3,8
1698072544489,1759,1848,0.48,2,2.27,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544490,65534,1849,0.47,2,1.91,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072544491,1759,1850,0.74,2,2.28,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544492,1759,1851,0.68,2,2.46,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544493,1759,1852,0.6,3,2.22,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544494,1759,1853,0.42,3,2.27,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544495,1759,1854,0.78,2,2.28,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544496,1759,1855,0.6,2,2.41,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544497,1759,1856,0.62,2,2.17,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544498,1759,1857,0.46,3,2.2,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544499,1759,1858,0.44,2,2.06,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544500,1759,1859,0.54,3,1.97,0.0,46.0,18.0,1,4,-2,208,-2,3,8
1698072544501,1759,1860,0.5,3,2.07,0.0,46.0,18.0,1,2,-2,144,-2,3,8
1698072544502,1759,1861,1.02,2,2.03,0.0,46.0,18.0,1,1,-2,144,-2,4,8
1698072544503,1759,1862,0.73,3,2.15,0.0,46.0,18.0,1,0,-2,120,-2,5,8
1698072544504,1759,1863,0.68,3,2.05,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544505,1759,1864,0.51,3,1.96,0.0,46.0,18.0,1,1,-2,88,-2,3,8
1698072544506,1759,1865,0.74,3,2.03,0.0,46.0,18.0,1,1,-2,88,-2,3,8
1698072544506,65535,1865,0.74,3,1.6,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072544507,1759,1866,0.73,3,2.13,0.0,46.0,18.0,1,5,-2,72,-2,1,8
1698072544510,1759,1869,0.25,2,2.26,0.0,46.0,18.0,1,1,-2,88,-2,3,8
1698072544511,1759,1870,0.5,2,2.03,0.0,46.0,18.0,1,1,-2,88,-2,3,8
1698072544512,1759,1871,0.63,2,2.18,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544513,1759,1872,0.63,3,2.15,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544514,1759,1873,0.79,3,2.09,6.0,46.0,18.0,1,0,-2,56,-2,3,8
1698072544514,1759,1873,0.79,3,2.24,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544515,1759,1874,0.47,2,2.09,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544516,1759,1875,0.57,2,2.22,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544517,1759,1876,0.69,3,2.17,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544519,1759,1878,0.54,2,2.23,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544520,1759,1879,0.47,3,2.27,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544521,1759,1880,0.56,2,2.09,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544522,1759,1881,0.62,2,2.23,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544523,1759,1882,0.46,3,2.2,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544524,1759,1883,0.86,2,2.31,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544525,1759,1884,0.51,2,2.27,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544526,1759,1885,0.73,3,2.5,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544526,65535,1885,0.73,3,1.94,2.0,0.0,0.0,1,6,-2,176,-2,3,3
1698072544527,1759,1886,0.75,3,2.38,0.0,46.0,18.0,1,1,-2,88,-2,3,8
1698072544528,1759,1887,0.76,2,2.56,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544529,1759,1888,0.38,2,2.43,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544530,1759,1889,0.32,2,2.28,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544531,1759,1890,0.53,2,2.48,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544532,1759,1891,0.62,2,2.51,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544533,1759,1892,0.44,3,2.43,0.0,46.0,18.0,1,5,-2,72,-2,1,8
1698072544534,1759,1893,0.54,2,2.37,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544535,1759,1894,0.54,2,2.44,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544536,1759,1895,0.37,2,2.49,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544537,1759,1896,0.64,2,2.55,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544538,1759,1897,0.43,2,2.46,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544540,1759,1899,0.32,3,2.65,6.0,46.0,18.0,1,0,-2,56,-2,3,8
1698072544540,1759,1899,0.32,3,2.49,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544541,1759,1900,0.39,2,2.64,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544542,1759,1901,0.63,2,2.78,0.0,46.0,18.0,1,1,-2,88,-2,3,8
1698072544543,1759,1902,0.63,3,2.5,0.0,46.0,18.0,1,1,-2,88,-2,3,8
1698072544544,1759,1903,0.65,2,2.59,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544545,1759,1904,0.84,2,2.62,0.0,46.0,18.0,1,3,-2,104,-2,2,8
1698072544548,1759,1907,0.33,2,2.52,0.0,46.0,18.0,1,1,-2,88,-2,3,8
1698072544551,1759,1910,1.92,2,2.65,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544553,1759,1912,0.97,3,2.89,0.0,46.0,18.0,1,1,-2,88,-2,3,8
1698072544557,1759,1916,0.74,3,2.55,0.0,46.0,18.0,1,1,-2,88,-2,3,8
1698072544558,1759,1917,0.64,3,2.75,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544559,1759,1918,0.5,2,2.41,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544560,1759,1919,0.49,3,2.19,0.0,46.0,18.0,1,30,-2,72,-2,3,8
1698072544561,1759,1920,0.5,3,2.16,0.0,46.0,18.0,1,30,-2,72,-2,3,8
1698072544561,65535,1920,0.5,3,1.61,2.0,0.0,0.0,1,11,-2,376,-2,33,3
1698072544562,1759,1921,0.88,2,2.19,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544563,1759,1922,0.49,3,2.16,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544564,1759,1923,0.36,2,2.15,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544566,1759,1925,0.31,3,2.26,6.0,46.0,18.0,1,0,-2,56,-2,3,8
1698072544566,65535,1925,0.31,3,1.73,2.0,0.0,0.0,1,6,-2,176,-2,6,3
1698072544567,1759,1926,0.66,3,2.28,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544568,1759,1927,0.68,3,2.13,0.0,46.0,18.0,1,31,-2,72,-2,3,8
1698072544569,1759,1928,0.56,2,2.18,0.0,46.0,18.0,1,2,-2,72,-2,2,8
1698072544570,65534,1929,0.37,2,1.52,2.0,0.0,0.0,1,1,-2,56,-2,6,2
1698072544570,1759,1929,0.37,2,2.34,0.0,46.0,18.0,1,4,-2,120,-2,2,8
1698072544571,1759,1930,0.34,3,1.89,0.0,46.0,18.0,1,2,-2,72,-2,2,8
