Time,rnti,SFN,format,preamble,ta,nb_TB,MCSi_1,MCSi_2,TBS_1,TBS_2,nb_PRB,connection_id
1666257034512,54519,7110,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257034522,65535,7120,2.0,0.0,0.0,1,4,-2,120,-2,3,3
1666257034527,65535,7125,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257034547,65535,7145,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257034562,18863,7160,0.0,27.0,2.0,1,29,-2,0,-2,1,4
1666257034567,65535,7165,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257034567,31355,7165,0.0,29.0,3.0,1,29,-2,0,-2,2,6
1666257034568,54519,7166,0.0,48.0,8.0,1,14,-2,1000,-2,4,8
1666257034571,65534,7169,2.0,0.0,0.0,1,3,-2,104,-2,5,2
1666257034575,54519,7173,0.0,48.0,8.0,1,11,-2,2088,-2,12,8
1666257034576,54519,7174,0.0,48.0,8.0,1,22,-2,1384,-2,3,8
1666257034584,54519,7182,0.0,48.0,8.0,1,30,-2,1384,-2,3,8
1666257034587,65535,7185,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257034592,54519,7190,6.0,48.0,8.0,1,0,-2,88,-2,4,8
1666257034603,65535,7201,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257034607,65535,7205,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257034612,19379,7210,0.0,25.0,4.0,1,29,-2,0,-2,1,5
1666257034614,65535,7212,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257034618,54519,7216,0.0,48.0,8.0,1,14,-2,1000,-2,4,8
1666257034622,65535,7220,2.0,0.0,0.0,1,1,-2,88,-2,2,3
1666257034625,54519,7223,0.0,48.0,8.0,1,13,-2,1352,-2,6,8
1666257034626,54519,7224,0.0,48.0,8.0,1,15,-2,1736,-2,6,8
1666257034627,54519,7225,6.0,48.0,8.0,1,6,-2,1608,-2,8,8
1666257034627,65535,7225,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257034633,54519,7231,6.0,48.0,8.0,1,18,-2,43816,-2,75,8
1666257034634,54519,7232,6.0,48.0,8.0,1,8,-2,5160,-2,20,8
1666257034638,54519,7236,0.0,48.0,8.0,1,15,-2,1128,-2,4,8
1666257034641,54519,7239,6.0,48.0,8.0,1,18,-2,43816,-2,75,8
1666257034642,65535,7240,2.0,0.0,0.0,1,1,-2,56,-2,2,3
1666257034647,31355,7245,0.0,29.0,3.0,1,29,-2,0,-2,2,6
1666257034647,54519,7245,6.0,48.0,8.0,1,6,-2,1608,-2,8,8
1666257034647,65535,7245,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257034649,54519,7247,6.0,48.0,8.0,1,18,-2,43816,-2,75,8
1666257034651,65534,7249,2.0,0.0,0.0,1,5,-2,144,-2,6,2
1666257034658,54519,7256,0.0,48.0,8.0,1,13,-2,904,-2,4,8
1666257034661,54519,7259,6.0,48.0,8.0,1,0,-2,88,-2,4,8
1666257034667,65535,7265,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257034668,54519,7266,0.0,48.0,8.0,1,14,-2,1000,-2,4,8
1666257034670,54519,7268,6.0,48.0,8.0,1,6,-2,4776,-2,24,8
1666257034678,54519,7276,0.0,48.0,8.0,1,22,-2,1864,-2,4,8
1666257034682,65535,7280,2.0,0.0,0.0,1,4,-2,120,-2,3,3
1666257034685,54519,7283,6.0,48.0,8.0,1,6,-2,1608,-2,8,8
1666257034686,54519,7284,0.0,48.0,8.0,1,30,-2,1864,-2,4,8
1666257034687,65535,7285,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257034691,65534,7289,2.0,0.0,0.0,1,1,-2,56,-2,3,2
1666257034694,54519,7292,0.0,48.0,8.0,1,31,-2,1864,-2,4,8
1666257034707,65535,7305,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257034708,54519,7306,0.0,48.0,8.0,1,9,-2,616,-2,4,8
1666257034710,54519,7308,6.0,48.0,8.0,1,0,-2,88,-2,4,8
1666257034720,54519,7318,6.0,48.0,8.0,1,5,-2,1384,-2,8,8
1666257034722,18863,7320,0.0,27.0,2.0,1,29,-2,0,-2,1,4
1666257034727,31355,7325,0.0,29.0,3.0,1,29,-2,0,-2,2,6
1666257034727,65535,7325,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257034747,65535,7345,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257034748,54519,7346,0.0,48.0,8.0,1,14,-2,1000,-2,4,8
1666257034763,65535,7361,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257034767,65535,7365,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257034771,65534,7369,2.0,0.0,0.0,1,1,-2,56,-2,3,2
1666257034774,65535,7372,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257034782,65535,7380,2.0,0.0,0.0,1,1,-2,88,-2,2,3
1666257034787,65535,7385,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257034798,31355,7396,0.0,29.0,3.0,1,25,-2,2280,-2,4,6
1666257034802,65535,7400,2.0,0.0,0.0,1,1,-2,56,-2,2,3
1666257034806,31355,7404,0.0,29.0,3.0,1,30,-2,2280,-2,4,6
1666257034807,65535,7405,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257034811,65534,7409,2.0,0.0,0.0,1,3,-2,104,-2,5,2
1666257034812,19379,7410,0.0,25.0,4.0,1,29,-2,0,-2,1,5
1666257034822,65535,7420,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257034827,65535,7425,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257034832,54519,7430,0.0,48.0,8.0,1,29,-2,1000,-2,2,8
1666257034842,65535,7440,2.0,0.0,0.0,1,4,-2,120,-2,3,3
1666257034847,31355,7445,6.0,29.0,3.0,1,2,-2,256,-2,4,6
1666257034847,65535,7445,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257034867,65535,7465,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257034870,54519,7468,6.0,48.0,8.0,2,0,5,776,4968,28,8
1666257034872,54519,7470,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257034887,65535,7485,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257034891,65534,7489,2.0,0.0,0.0,1,1,-2,56,-2,3,2
1666257034907,65535,7505,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257034912,54519,7510,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257034923,65535,7521,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257034927,31355,7525,0.0,29.0,3.0,1,29,-2,0,-2,2,6
1666257034927,65535,7525,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257034934,65535,7532,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257034942,65535,7540,2.0,0.0,0.0,1,1,-2,88,-2,2,3
1666257034947,65535,7545,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257034962,65535,7560,2.0,0.0,0.0,1,1,-2,56,-2,2,3
1666257034967,65535,7565,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257034967,31355,7565,0.0,29.0,3.0,1,29,-2,0,-2,2,6
1666257034972,19379,7570,0.0,25.0,4.0,1,29,-2,0,-2,1,5
1666257034987,65535,7585,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257034992,54519,7590,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257035002,65535,7600,2.0,0.0,0.0,1,4,-2,120,-2,3,3
1666257035007,65535,7605,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035011,65534,7609,2.0,0.0,0.0,1,3,-2,104,-2,5,2
1666257035027,65535,7625,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035038,2,7636,2.0,0.0,0.0,1,1,-2,56,-2,3,1
1666257035047,65535,7645,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035051,57333,7649,2.0,3.0,3.0,1,0,-2,328,-2,12,9
1666257035059,57333,7657,0.0,3.0,3.0,1,5,-2,680,-2,8,9
1666257035060,57333,7658,0.0,3.0,3.0,1,5,-2,680,-2,8,9
1666257035064,57333,7662,0.0,3.0,3.0,1,5,-2,680,-2,8,9
1666257035065,57333,7663,0.0,3.0,3.0,1,5,-2,680,-2,8,9
1666257035067,57333,7665,6.0,3.0,3.0,1,0,-2,88,-2,4,9
1666257035067,54519,7665,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257035067,65535,7665,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035072,54519,7670,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257035083,65535,7681,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257035086,57333,7684,6.0,3.0,3.0,1,15,-2,1864,-2,4,9
1666257035087,65535,7685,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035093,57333,7691,0.0,3.0,3.0,1,18,-2,696,-2,2,9
1666257035094,65535,7692,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257035095,57333,7693,0.0,3.0,3.0,1,20,-2,840,-2,2,9
1666257035097,57333,7695,0.0,3.0,3.0,1,20,-2,840,-2,2,9
1666257035102,65535,7700,2.0,0.0,0.0,1,1,-2,88,-2,2,3
1666257035107,65535,7705,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035115,57333,7713,0.0,3.0,3.0,1,20,-2,1736,-2,4,9
1666257035122,65535,7720,2.0,0.0,0.0,1,1,-2,56,-2,2,3
1666257035124,57333,7722,6.0,3.0,3.0,1,2,-2,256,-2,4,9
1666257035125,57333,7723,6.0,3.0,3.0,1,2,-2,256,-2,4,9
1666257035127,65535,7725,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035127,31355,7725,0.0,29.0,3.0,1,29,-2,0,-2,2,6
1666257035131,65534,7729,2.0,0.0,0.0,1,1,-2,56,-2,3,2
1666257035132,19379,7730,0.0,25.0,4.0,1,29,-2,0,-2,1,5
1666257035133,57333,7731,0.0,3.0,3.0,1,23,-2,1480,-2,3,9
1666257035136,57333,7734,6.0,3.0,3.0,1,11,-2,1288,-2,4,9
1666257035136,57333,7734,0.0,3.0,3.0,1,24,-2,1608,-2,3,9
1666257035141,57333,7739,6.0,3.0,3.0,1,2,-2,256,-2,4,9
1666257035142,65535,7740,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035144,57333,7742,0.0,3.0,3.0,1,22,-2,904,-2,2,9
1666257035146,57333,7744,6.0,3.0,3.0,1,2,-2,256,-2,4,9
1666257035147,65535,7745,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035147,57333,7745,0.0,3.0,3.0,1,22,-2,904,-2,2,9
1666257035151,57333,7749,0.0,3.0,3.0,1,24,-2,1064,-2,2,9
1666257035152,54519,7750,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257035154,57333,7752,0.0,3.0,3.0,1,25,-2,1128,-2,2,9
1666257035159,57333,7757,6.0,3.0,3.0,1,2,-2,256,-2,4,9
1666257035162,65535,7760,2.0,0.0,0.0,1,4,-2,120,-2,3,3
1666257035167,65535,7765,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035171,65534,7769,2.0,0.0,0.0,1,3,-2,104,-2,5,2
1666257035187,65535,7785,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035207,31355,7805,0.0,29.0,3.0,1,29,-2,0,-2,2,6
1666257035207,65535,7805,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035227,54519,7825,6.0,48.0,8.0,1,0,-2,88,-2,4,8
1666257035227,65535,7825,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035227,54519,7825,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257035232,54519,7830,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257035243,65535,7841,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257035247,65535,7845,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035254,65535,7852,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257035262,65535,7860,2.0,0.0,0.0,1,1,-2,88,-2,2,3
1666257035267,65535,7865,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035275,57333,7873,0.0,3.0,3.0,1,23,-2,1992,-2,4,9
1666257035282,18863,7880,0.0,27.0,2.0,1,29,-2,0,-2,1,4
1666257035282,65535,7880,2.0,0.0,0.0,1,1,-2,56,-2,2,3
1666257035284,57333,7882,6.0,3.0,3.0,1,2,-2,256,-2,4,9
1666257035287,31355,7885,0.0,29.0,3.0,1,29,-2,0,-2,2,6
1666257035287,65535,7885,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035292,19379,7890,0.0,25.0,4.0,1,29,-2,0,-2,1,5
1666257035307,65535,7905,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035312,54519,7910,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257035322,65535,7920,2.0,0.0,0.0,1,4,-2,120,-2,3,3
1666257035327,65535,7925,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035347,65535,7945,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035352,54519,7950,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257035367,31355,7965,0.0,29.0,3.0,1,29,-2,0,-2,2,6
1666257035367,65535,7965,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035371,65534,7969,2.0,0.0,0.0,1,1,-2,56,-2,3,2
1666257035387,65535,7985,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035392,54519,7990,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257035403,65535,8001,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257035405,57333,8003,0.0,3.0,3.0,1,29,-2,0,-2,1,9
1666257035407,65535,8005,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035411,65534,8009,2.0,0.0,0.0,1,1,-2,56,-2,3,2
1666257035414,65535,8012,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257035422,65535,8020,2.0,0.0,0.0,1,1,-2,88,-2,2,3
1666257035427,65535,8025,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035442,65535,8040,2.0,0.0,0.0,1,1,-2,56,-2,2,3
1666257035442,18863,8040,0.0,27.0,2.0,1,29,-2,0,-2,1,4
1666257035447,31355,8045,0.0,29.0,3.0,1,29,-2,0,-2,2,6
1666257035447,65535,8045,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035447,31355,8045,6.0,29.0,3.0,1,2,-2,256,-2,4,6
1666257035452,19379,8050,0.0,25.0,4.0,1,29,-2,0,-2,1,5
1666257035462,65535,8060,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035467,65535,8065,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035472,54519,8070,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257035482,65535,8080,2.0,0.0,0.0,1,4,-2,120,-2,3,3
1666257035487,65535,8085,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035491,65534,8089,2.0,0.0,0.0,1,1,-2,56,-2,3,2
1666257035507,65535,8105,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035527,65535,8125,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035539,31355,8137,2.0,29.0,3.0,1,26,-2,23688,-2,39,6
1666257035547,65535,8145,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035547,54519,8145,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257035552,54519,8150,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257035563,65535,8161,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257035565,57333,8163,0.0,3.0,3.0,1,29,-2,0,-2,1,9
1666257035567,65535,8165,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035571,65534,8169,2.0,0.0,0.0,1,1,-2,56,-2,3,2
1666257035574,65535,8172,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257035582,65535,8180,2.0,0.0,0.0,1,1,-2,88,-2,2,3
1666257035587,65535,8185,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035602,65535,8200,2.0,0.0,0.0,1,1,-2,56,-2,2,3
1666257035602,18863,8200,0.0,27.0,2.0,1,29,-2,0,-2,1,4
1666257035607,31355,8205,0.0,29.0,3.0,1,29,-2,0,-2,2,6
1666257035607,65535,8205,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035612,19379,8210,0.0,25.0,4.0,1,29,-2,0,-2,1,5
1666257035627,65535,8225,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035632,54519,8230,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257035642,65535,8240,2.0,0.0,0.0,1,4,-2,120,-2,3,3
1666257035647,65535,8245,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035651,65534,8249,2.0,0.0,0.0,1,3,-2,104,-2,5,2
1666257035667,65535,8265,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035687,65535,8285,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035691,65534,8289,2.0,0.0,0.0,1,1,-2,56,-2,3,2
1666257035707,54519,8305,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257035707,65535,8305,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035712,54519,8310,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257035723,65535,8321,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257035725,57333,8323,0.0,3.0,3.0,1,29,-2,0,-2,1,9
1666257035727,65535,8325,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035734,65535,8332,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257035742,65535,8340,2.0,0.0,0.0,1,1,-2,88,-2,2,3
1666257035747,65535,8345,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035762,18863,8360,0.0,27.0,2.0,1,29,-2,0,-2,1,4
1666257035762,65535,8360,2.0,0.0,0.0,1,1,-2,56,-2,2,3
1666257035767,65535,8365,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035767,31355,8365,0.0,29.0,3.0,1,29,-2,0,-2,2,6
1666257035772,19379,8370,0.0,25.0,4.0,1,29,-2,0,-2,1,5
1666257035782,65535,8380,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035787,65535,8385,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035787,54519,8385,6.0,48.0,8.0,1,20,-2,2536,-2,4,8
1666257035792,54519,8390,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257035802,65535,8400,2.0,0.0,0.0,1,4,-2,120,-2,3,3
1666257035807,65535,8405,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035811,65534,8409,2.0,0.0,0.0,1,3,-2,104,-2,5,2
1666257035827,65535,8425,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035832,54519,8430,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257035847,65535,8445,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035867,65535,8465,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035872,54519,8470,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257035883,65535,8481,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257035885,57333,8483,0.0,3.0,3.0,1,29,-2,0,-2,1,9
1666257035887,65535,8485,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035891,65534,8489,2.0,0.0,0.0,1,1,-2,56,-2,3,2
1666257035894,65535,8492,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257035902,65535,8500,2.0,0.0,0.0,1,1,-2,88,-2,2,3
1666257035907,65535,8505,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035922,18863,8520,0.0,27.0,2.0,1,29,-2,0,-2,1,4
1666257035922,65535,8520,2.0,0.0,0.0,1,1,-2,56,-2,2,3
1666257035927,31355,8525,0.0,29.0,3.0,1,29,-2,0,-2,2,6
1666257035927,65535,8525,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035931,65534,8529,2.0,0.0,0.0,1,3,-2,104,-2,5,2
1666257035932,19379,8530,0.0,25.0,4.0,1,29,-2,0,-2,1,5
1666257035947,65535,8545,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035947,54519,8545,6.0,48.0,8.0,1,0,-2,88,-2,4,8
1666257035952,54519,8550,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257035962,65535,8560,2.0,0.0,0.0,1,4,-2,120,-2,3,3
1666257035967,65535,8565,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035971,65534,8569,2.0,0.0,0.0,1,1,-2,56,-2,3,2
1666257035987,65535,8585,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257035992,54519,8590,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257036007,65535,8605,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036011,65534,8609,2.0,0.0,0.0,1,1,-2,56,-2,3,2
1666257036027,65535,8625,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036043,65535,8641,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257036045,57333,8643,0.0,3.0,3.0,1,29,-2,0,-2,1,9
1666257036047,65535,8645,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036054,65535,8652,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257036062,65535,8660,2.0,0.0,0.0,1,1,-2,88,-2,2,3
1666257036067,65535,8665,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036082,65535,8680,2.0,0.0,0.0,1,1,-2,56,-2,2,3
1666257036082,18863,8680,0.0,27.0,2.0,1,29,-2,0,-2,1,4
1666257036087,65535,8685,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036087,31355,8685,0.0,29.0,3.0,1,29,-2,0,-2,2,6
1666257036091,65534,8689,2.0,0.0,0.0,1,3,-2,104,-2,5,2
1666257036092,19379,8690,0.0,25.0,4.0,1,29,-2,0,-2,1,5
1666257036102,65535,8700,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036107,65535,8705,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036112,54519,8710,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257036122,65535,8720,2.0,0.0,0.0,1,4,-2,120,-2,3,3
1666257036127,65535,8725,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036131,65534,8729,2.0,0.0,0.0,1,5,-2,144,-2,6,2
1666257036133,19379,8731,0.0,25.0,4.0,1,5,-2,328,-2,4,5
1666257036141,19379,8739,0.0,25.0,4.0,1,5,-2,328,-2,4,5
1666257036147,65535,8745,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036149,19379,8747,0.0,25.0,4.0,1,5,-2,328,-2,4,5
1666257036152,54519,8750,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257036157,19379,8755,0.0,25.0,4.0,1,5,-2,328,-2,4,5
1666257036165,19379,8763,0.0,25.0,4.0,1,5,-2,328,-2,4,5
1666257036167,65535,8765,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036173,19379,8771,0.0,25.0,4.0,1,5,-2,328,-2,4,5
1666257036175,57333,8773,0.0,3.0,3.0,1,19,-2,1544,-2,4,9
1666257036184,57333,8782,6.0,3.0,3.0,1,2,-2,256,-2,4,9
1666257036187,54519,8785,6.0,48.0,8.0,1,0,-2,88,-2,4,8
1666257036187,65535,8785,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036203,65535,8801,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257036207,65535,8805,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036211,65534,8809,2.0,0.0,0.0,1,3,-2,104,-2,5,2
1666257036214,65535,8812,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257036222,65535,8820,2.0,0.0,0.0,1,1,-2,88,-2,2,3
1666257036227,65535,8825,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036242,65535,8840,2.0,0.0,0.0,1,1,-2,56,-2,2,3
1666257036242,18863,8840,0.0,27.0,2.0,1,29,-2,0,-2,1,4
1666257036247,65535,8845,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036247,31355,8845,0.0,29.0,3.0,1,29,-2,0,-2,2,6
1666257036251,65534,8849,2.0,0.0,0.0,1,1,-2,56,-2,3,2
1666257036252,19379,8850,0.0,25.0,4.0,1,29,-2,0,-2,3,5
1666257036267,65535,8865,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036272,54519,8870,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257036282,65535,8880,2.0,0.0,0.0,1,4,-2,120,-2,3,3
1666257036287,65535,8885,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036291,65534,8889,2.0,0.0,0.0,1,1,-2,56,-2,3,2
1666257036307,65535,8905,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036325,57333,8923,0.0,3.0,3.0,1,29,-2,0,-2,1,9
1666257036327,65535,8925,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036327,31355,8925,2.0,29.0,3.0,1,21,-2,1736,-2,4,6
1666257036331,65534,8929,2.0,0.0,0.0,1,1,-2,56,-2,3,2
1666257036335,31355,8933,0.0,29.0,3.0,1,5,-2,680,-2,8,6
1666257036336,31355,8934,0.0,29.0,3.0,1,5,-2,680,-2,8,6
1666257036337,31355,8935,0.0,29.0,3.0,1,5,-2,680,-2,8,6
1666257036338,31355,8936,0.0,29.0,3.0,1,5,-2,680,-2,8,6
1666257036339,31355,8937,0.0,29.0,3.0,1,5,-2,680,-2,8,6
1666257036340,31355,8938,0.0,29.0,3.0,1,5,-2,680,-2,8,6
1666257036341,31355,8939,0.0,29.0,3.0,1,5,-2,680,-2,8,6
1666257036343,31355,8941,6.0,29.0,3.0,1,1,-2,176,-2,4,6
1666257036347,65535,8945,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036363,65535,8961,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257036367,65535,8965,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036371,65534,8969,2.0,0.0,0.0,1,3,-2,104,-2,5,2
1666257036374,65535,8972,2.0,0.0,0.0,1,10,-2,328,-2,6,3
1666257036382,65535,8980,2.0,0.0,0.0,1,1,-2,88,-2,2,3
1666257036387,65535,8985,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036402,18863,9000,0.0,27.0,2.0,1,29,-2,0,-2,1,4
1666257036402,65535,9000,2.0,0.0,0.0,1,1,-2,56,-2,2,3
1666257036407,65535,9005,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036412,19379,9010,0.0,25.0,4.0,1,29,-2,0,-2,3,5
1666257036422,65535,9020,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036427,65535,9025,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036432,54519,9030,0.0,48.0,8.0,1,29,-2,0,-2,2,8
1666257036442,65535,9040,2.0,0.0,0.0,1,4,-2,120,-2,3,3
1666257036447,65535,9045,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036467,65535,9065,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036485,57333,9083,0.0,3.0,3.0,1,29,-2,0,-2,1,9
1666257036487,31355,9085,0.0,29.0,3.0,1,29,-2,0,-2,2,6
1666257036487,65535,9085,2.0,0.0,0.0,1,6,-2,176,-2,4,3
1666257036491,65534,9089,2.0,0.0,0.0,1,3,-2,104,-2,5,2
